Year,Dis Mag Scale,Dis Mag Value,Country,Longitude,Latitude,Disaster Type
1990.0,1,47350.38030731904,104,2376,1242,12
1990.0,4,47350.38030731904,111,2376,1242,4
1990.0,0,47350.38030731904,188,2376,1242,5
1990.0,0,47350.38030731904,188,2376,1242,5
1990.0,0,47350.38030731904,110,2376,1242,5
1990.0,0,47350.38030731904,110,2376,1242,1
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,114,2376,1242,12
1990.0,1,47350.38030731904,126,2376,1242,12
1990.0,1,101.0,129,2376,1242,12
1990.0,0,23.0,129,2376,1242,14
1990.0,3,47350.38030731904,133,2376,1242,3
1990.0,3,47350.38030731904,133,2376,1242,3
1990.0,1,47350.38030731904,131,2376,1242,12
1990.0,1,47350.38030731904,123,2376,1242,12
1990.0,0,47350.38030731904,118,2376,1242,1
1990.0,3,47350.38030731904,143,2376,1242,3
1990.0,2,6.0,141,2290,584,2
1990.0,0,47350.38030731904,141,2376,1242,5
1990.0,1,47350.38030731904,144,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,137,2376,1242,12
1990.0,1,47350.38030731904,146,2376,1242,12
1990.0,1,47350.38030731904,146,2376,1242,12
1990.0,0,47350.38030731904,136,2376,1242,5
1990.0,3,47350.38030731904,136,2376,1242,3
1990.0,2,7.0,148,2067,1494,2
1990.0,2,6.0,148,1994,1198,2
1990.0,2,6.0,148,1991,1143,2
1990.0,4,47350.38030731904,148,2376,1242,4
1990.0,0,47350.38030731904,154,2095,730,13
1990.0,0,47350.38030731904,154,2376,1242,5
1990.0,0,47350.38030731904,154,2376,1242,5
1990.0,0,47350.38030731904,154,2376,1242,5
1990.0,0,47350.38030731904,154,2376,1242,10
1990.0,2,7.0,155,954,594,2
1990.0,0,3620.0,155,2376,1242,5
1990.0,1,150.0,155,2376,1242,12
1990.0,1,240.0,155,2376,1242,12
1990.0,1,47350.38030731904,155,2376,1242,12
1990.0,1,47350.38030731904,155,2376,1242,12
1990.0,1,47350.38030731904,155,2376,1242,12
1990.0,3,47350.38030731904,155,2376,1242,3
1990.0,0,3046.0,155,2376,1242,1
1990.0,0,47350.38030731904,155,2376,1242,5
1990.0,2,47350.38030731904,152,1221,1246,2
1990.0,1,47350.38030731904,156,2376,1242,12
1990.0,2,7.0,160,1479,2104,2
1991.0,0,47350.38030731904,155,905,707,13
1991.0,1,47350.38030731904,155,2376,1242,12
1991.0,2,7.0,151,2261,2354,2
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,1000.0,90,2376,1242,14
1991.0,2,6.0,71,1764,2023,2
1991.0,2,5.0,80,2328,688,2
1991.0,2,6.0,89,2196,1290,2
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,21910.0,104,2376,1242,5
1991.0,0,47350.38030731904,126,2376,1242,5
1991.0,0,3060.0,118,2376,1242,5
1991.0,0,47350.38030731904,151,2376,1242,5
1991.0,2,5.0,154,2084,726,2
1991.0,0,47350.38030731904,155,2376,1242,5
1991.0,2,6.0,160,1429,2080,2
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,47350.38030731904,91,2376,1242,5
1991.0,0,40940.0,160,2376,1242,5
1991.0,0,47350.38030731904,66,2376,1242,1
1991.0,1,47350.38030731904,89,2376,1242,12
1991.0,0,200.0,187,2376,1242,14
1991.0,0,47350.38030731904,63,2376,1242,11
1991.0,4,47350.38030731904,66,2376,1242,4
1991.0,4,47350.38030731904,66,2376,1242,4
1991.0,4,47350.38030731904,212,2376,1242,4
1991.0,1,47350.38030731904,212,2376,1242,12
1991.0,0,47350.38030731904,75,2376,1242,5
1991.0,3,47350.38030731904,75,2376,1242,3
1991.0,4,-20.0,76,2376,1242,4
1991.0,0,47350.38030731904,80,2376,1242,11
1991.0,3,47350.38030731904,80,2376,1242,3
1991.0,1,47350.38030731904,86,2376,1242,12
1991.0,2,7.0,90,971,531,2
1991.0,2,7.0,90,1036,2306,2
1991.0,0,47350.38030731904,90,1013,539,13
1991.0,0,47350.38030731904,90,2376,1242,5
1991.0,0,47350.38030731904,90,2376,1242,5
1991.0,0,47350.38030731904,90,2376,1242,10
1991.0,3,47350.38030731904,90,2376,1242,3
1991.0,3,47350.38030731904,90,2376,1242,3
1991.0,3,47350.38030731904,90,2376,1242,3
1991.0,3,47350.38030731904,90,2376,1242,3
1991.0,3,47350.38030731904,90,2376,1242,3
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,491400.0,89,2376,1242,5
1991.0,0,47350.38030731904,89,2376,1242,5
1991.0,0,91960.0,89,2376,1242,5
1991.0,3,47350.38030731904,89,2376,1242,3
1991.0,1,160.0,93,2376,1242,12
1991.0,2,5.0,91,1856,1284,2
1991.0,0,448300.0,91,2376,1242,5
1991.0,0,47350.38030731904,91,2376,1242,5
1991.0,0,624200.0,91,2376,1242,5
1991.0,1,160.0,91,2376,1242,12
1991.0,2,6.0,92,1765,1564,2
1991.0,1,47350.38030731904,95,2376,1242,12
1991.0,0,47350.38030731904,96,1245,1674,13
1991.0,0,7560.0,97,2376,1242,5
1991.0,0,47350.38030731904,99,2376,1242,5
1991.0,1,47350.38030731904,99,2376,1242,12
1991.0,0,47350.38030731904,98,1102,1351,13
1991.0,1,100.0,98,2376,1242,12
1991.0,1,47350.38030731904,98,2376,1242,12
1991.0,1,47350.38030731904,98,2376,1242,12
1991.0,1,47350.38030731904,98,2376,1242,12
1991.0,1,47350.38030731904,98,2376,1242,12
1991.0,3,47350.38030731904,101,2376,1242,3
1991.0,0,47350.38030731904,101,2376,1242,1
1991.0,0,55860.0,32,2376,1242,5
1991.0,1,90.0,104,2376,1242,12
1991.0,0,47350.38030731904,107,2376,1242,5
1991.0,0,132.0,107,2376,1242,1
1991.0,1,47350.38030731904,107,2376,1242,12
1991.0,0,47350.38030731904,188,2376,1242,5
1991.0,1,120.0,117,2376,1242,12
1991.0,1,144.0,120,2376,1242,12
1991.0,3,47350.38030731904,126,2376,1242,3
1991.0,1,47350.38030731904,126,2376,1242,12
1991.0,0,47350.38030731904,126,2376,1242,5
1991.0,1,47350.38030731904,122,2376,1242,12
1991.0,0,47350.38030731904,121,2376,1242,1
1991.0,2,7.0,134,2383,997,2
1991.0,0,1011.0,134,2376,1242,5
1991.0,1,47350.38030731904,129,2376,1242,12
1991.0,1,47350.38030731904,124,2376,1242,12
1991.0,1,210.0,125,2376,1242,12
1991.0,3,47350.38030731904,119,2376,1242,3
1991.0,3,47350.38030731904,142,2376,1242,3
1991.0,3,47350.38030731904,142,2376,1242,3
1991.0,3,30000.0,143,2376,1242,3
1991.0,3,47350.38030731904,143,2376,1242,3
1991.0,0,500.0,141,2376,1242,14
1991.0,3,47350.38030731904,141,2376,1242,3
1991.0,3,47350.38030731904,136,2376,1242,3
1991.0,0,47350.38030731904,136,2376,1242,5
1991.0,1,47350.38030731904,136,2376,1242,12
1991.0,0,47350.38030731904,140,2376,1242,5
1991.0,0,47350.38030731904,140,2376,1242,5
1991.0,0,47350.38030731904,140,2376,1242,5
1991.0,2,6.0,148,2063,1769,2
1991.0,0,47350.38030731904,148,2376,1242,5
1991.0,0,47350.38030731904,148,2376,1242,10
1991.0,4,53.0,148,2376,1242,4
1991.0,2,6.0,151,2255,2346,2
1991.0,3,47350.38030731904,151,2376,1242,3
1991.0,2,7.0,154,2171,2176,2
1991.0,4,-8.0,154,2376,1242,4
1991.0,3,47350.38030731904,154,2376,1242,3
1991.0,3,47350.38030731904,154,2376,1242,3
1991.0,0,47350.38030731904,155,2376,1242,13
1991.0,0,47350.38030731904,155,928,663,13
1991.0,0,47350.38030731904,155,2376,1242,5
1991.0,0,47350.38030731904,155,2376,1242,5
1991.0,1,100.0,155,2376,1242,12
1991.0,1,260.0,155,2376,1242,12
1991.0,1,47350.38030731904,155,2376,1242,12
1991.0,1,47350.38030731904,155,2376,1242,12
1991.0,1,47350.38030731904,155,2376,1242,12
1991.0,0,47350.38030731904,152,2376,1242,10
1991.0,0,1824.0,157,2376,1242,14
1991.0,2,6.0,160,1409,2096,2
1992.0,1,47350.38030731904,89,2376,1242,12
1992.0,1,47350.38030731904,155,2376,1242,12
1992.0,0,47350.38030731904,148,2376,1242,10
1992.0,4,47350.38030731904,99,2376,1242,4
1992.0,4,47350.38030731904,126,2376,1242,4
1992.0,0,47350.38030731904,91,2376,1242,5
1992.0,1,47350.38030731904,109,2376,1242,12
1992.0,2,7.0,71,1786,2012,2
1992.0,0,47350.38030731904,86,2376,1242,5
1992.0,0,47350.38030731904,89,2376,1242,5
1992.0,2,5.0,91,1861,1318,2
1992.0,2,8.0,106,2126,1996,2
1992.0,0,47350.38030731904,155,2376,1242,5
1992.0,2,8.0,90,955,2321,2
1992.0,2,7.0,141,2299,593,2
1992.0,0,47350.38030731904,84,2376,1242,1
1992.0,1,109.0,155,2376,1242,12
1992.0,0,47350.38030731904,63,2376,1242,9
1992.0,1,47350.38030731904,64,2376,1242,12
1992.0,1,47350.38030731904,66,2376,1242,12
1992.0,0,47350.38030731904,66,2376,1242,5
1992.0,3,47350.38030731904,66,2376,1242,3
1992.0,1,47350.38030731904,66,2376,1242,12
1992.0,0,47350.38030731904,80,2327,674,13
1992.0,3,47350.38030731904,80,2376,1242,3
1992.0,1,47350.38030731904,79,2376,1242,12
1992.0,1,47350.38030731904,86,2376,1242,12
1992.0,1,47350.38030731904,86,2376,1242,12
1992.0,0,47350.38030731904,87,2376,1242,1
1992.0,2,5.0,90,757,2264,2
1992.0,0,47350.38030731904,90,2376,1242,10
1992.0,0,122.0,90,2376,1242,5
1992.0,0,47350.38030731904,89,2376,1242,5
1992.0,0,47350.38030731904,89,2376,1242,5
1992.0,0,47350.38030731904,89,2376,1242,5
1992.0,0,47350.38030731904,89,2376,1242,10
1992.0,1,140.0,89,2376,1242,12
1992.0,4,47350.38030731904,89,2376,1242,4
1992.0,0,47350.38030731904,89,2376,1242,5
1992.0,0,1100.0,91,2376,1242,5
1992.0,1,47350.38030731904,91,2376,1242,12
1992.0,4,47350.38030731904,95,2376,1242,4
1992.0,0,47350.38030731904,96,2376,1242,5
1992.0,0,47350.38030731904,96,2376,1242,5
1992.0,2,6.0,98,1169,1493,2
1992.0,0,47350.38030731904,98,1102,1351,13
1992.0,1,180.0,98,2376,1242,12
1992.0,1,100.0,98,2376,1242,12
1992.0,2,7.0,106,2136,1986,2
1992.0,3,47350.38030731904,32,2376,1242,3
1992.0,3,47350.38030731904,32,2376,1242,3
1992.0,1,47350.38030731904,104,2376,1242,12
1992.0,0,47350.38030731904,104,2376,1242,5
1992.0,0,47350.38030731904,107,2376,1242,5
1992.0,1,47350.38030731904,107,2376,1242,12
1992.0,3,47350.38030731904,107,2376,1242,3
1992.0,0,11670.0,188,2376,1242,5
1992.0,0,47350.38030731904,188,2376,1242,5
1992.0,0,47350.38030731904,113,2376,1242,1
1992.0,1,47350.38030731904,126,2376,1242,12
1992.0,4,47350.38030731904,126,2376,1242,4
1992.0,0,3985.0,134,2376,1242,5
1992.0,3,47350.38030731904,133,2376,1242,3
1992.0,0,47350.38030731904,118,2376,1242,1
1992.0,3,47350.38030731904,118,2376,1242,3
1992.0,4,47350.38030731904,143,2376,1242,4
1992.0,3,47350.38030731904,143,2376,1242,3
1992.0,0,47350.38030731904,141,2295,613,13
1992.0,2,6.0,137,1853,2188,2
1992.0,0,47350.38030731904,137,2376,1242,5
1992.0,1,47350.38030731904,146,2376,1242,12
1992.0,0,47350.38030731904,136,2376,1242,14
1992.0,3,47350.38030731904,136,2376,1242,3
1992.0,1,47350.38030731904,140,2376,1242,12
1992.0,0,47350.38030731904,140,2376,1242,1
1992.0,1,47350.38030731904,140,2376,1242,12
1992.0,2,6.0,148,1997,1208,2
1992.0,2,6.0,148,2087,1385,2
1992.0,0,19409.0,148,2376,1242,5
1992.0,0,137600.0,148,2376,1242,5
1992.0,1,400.0,151,2376,1242,12
1992.0,3,47350.38030731904,151,2376,1242,3
1992.0,0,47350.38030731904,154,2376,1242,5
1992.0,3,47350.38030731904,154,2376,1242,3
1992.0,0,47350.38030731904,154,2376,1242,1
1992.0,0,47350.38030731904,155,928,663,13
1992.0,1,205.0,155,2376,1242,12
1992.0,3,47350.38030731904,155,2376,1242,3
1992.0,1,47350.38030731904,155,2376,1242,12
1992.0,0,47350.38030731904,155,2376,1242,5
1992.0,0,47350.38030731904,155,2376,1242,5
1992.0,0,47350.38030731904,152,1225,330,13
1992.0,0,47350.38030731904,152,2376,1242,5
1992.0,0,47350.38030731904,156,2376,1242,14
1992.0,0,7910.0,158,2376,1242,5
1992.0,0,47350.38030731904,153,2376,1242,5
1992.0,0,47350.38030731904,161,2376,1242,5
1992.0,0,47350.38030731904,161,2376,1242,10
1993.0,0,47350.38030731904,126,2376,1242,5
1993.0,2,8.0,98,1164,2026,2
1993.0,2,8.0,79,1224,624,2
1993.0,0,47350.38030731904,61,2376,1242,1
1993.0,0,47350.38030731904,84,2376,1242,1
1993.0,0,625200.0,91,2376,1242,5
1993.0,2,8.0,98,1218,2047,2
1993.0,0,373.0,136,2376,1242,5
1993.0,2,6.0,154,2161,591,2
1993.0,2,7.0,152,1230,2175,2
1993.0,0,23270.0,161,2376,1242,5
1993.0,1,47350.38030731904,66,2376,1242,12
1993.0,0,13960.0,188,2376,1242,5
1993.0,1,47350.38030731904,66,2376,1242,12
1993.0,1,47350.38030731904,96,2376,1242,12
1993.0,0,47350.38030731904,116,2376,1242,1
1993.0,1,47350.38030731904,61,2376,1242,12
1993.0,0,47350.38030731904,63,2376,1242,5
1993.0,0,35.0,63,2376,1242,5
1993.0,1,241.0,64,2376,1242,12
1993.0,0,47350.38030731904,66,2376,1242,5
1993.0,0,47350.38030731904,212,2376,1242,5
1993.0,0,47350.38030731904,212,2376,1242,5
1993.0,0,47350.38030731904,81,2376,1242,5
1993.0,1,47350.38030731904,82,2376,1242,12
1993.0,2,5.0,76,1410,1659,2
1993.0,2,5.0,76,1418,1716,2
1993.0,0,47350.38030731904,86,2376,1242,10
1993.0,1,180.0,86,2376,1242,12
1993.0,1,185.0,86,2376,1242,12
1993.0,1,130.0,86,2376,1242,12
1993.0,1,102.0,86,2376,1242,12
1993.0,1,93.0,86,2376,1242,12
1993.0,1,83.0,86,2376,1242,12
1993.0,0,47350.38030731904,85,2376,1242,5
1993.0,0,6650.0,85,2376,1242,5
1993.0,0,47350.38030731904,84,2376,1242,5
1993.0,0,47350.38030731904,90,2376,1242,13
1993.0,0,47350.38030731904,90,708,2222,13
1993.0,0,4050.0,90,2376,1242,5
1993.0,0,19200.0,90,2376,1242,5
1993.0,2,6.0,89,2138,746,2
1993.0,2,5.0,89,2162,802,2
1993.0,0,47350.38030731904,89,2376,1242,5
1993.0,0,47350.38030731904,89,2376,1242,5
1993.0,0,47350.38030731904,89,2376,1242,5
1993.0,0,47350.38030731904,89,2376,1242,5
1993.0,0,47350.38030731904,89,2376,1242,10
1993.0,1,120.0,89,2376,1242,12
1993.0,1,200.0,89,2376,1242,12
1993.0,0,47350.38030731904,89,2376,1242,9
1993.0,0,47350.38030731904,89,2376,1242,1
1993.0,0,80937.0,89,2376,1242,5
1993.0,0,47350.38030731904,93,2376,1242,5
1993.0,1,47350.38030731904,91,2376,1242,12
1993.0,2,6.0,91,1862,1265,2
1993.0,2,5.0,91,1966,1330,2
1993.0,0,47350.38030731904,91,2376,1242,5
1993.0,0,47350.38030731904,91,2376,1242,5
1993.0,0,47350.38030731904,97,2376,1242,5
1993.0,1,47350.38030731904,98,2376,1242,12
1993.0,0,47350.38030731904,98,1102,1351,13
1993.0,0,47350.38030731904,98,2376,1242,10
1993.0,1,180.0,98,2376,1242,12
1993.0,1,47350.38030731904,98,2376,1242,12
1993.0,0,47350.38030731904,98,2376,1242,10
1993.0,0,47350.38030731904,98,2376,1242,5
1993.0,0,213200.0,100,2376,1242,5
1993.0,0,258.0,104,2376,1242,10
1993.0,1,47350.38030731904,104,2376,1242,12
1993.0,1,93.0,107,2376,1242,12
1993.0,0,24700.0,188,2376,1242,5
1993.0,0,47350.38030731904,188,2376,1242,10
1993.0,1,125.0,113,2376,1242,12
1993.0,0,47350.38030731904,114,2376,1242,5
1993.0,1,259.0,115,2376,1242,12
1993.0,1,185.0,115,2376,1242,12
1993.0,1,130.0,115,2376,1242,12
1993.0,1,161.0,115,2376,1242,12
1993.0,1,47350.38030731904,126,2376,1242,12
1993.0,2,7.0,126,2412,762,2
1993.0,0,8000.0,126,2376,1242,5
1993.0,1,136.0,126,2376,1242,12
1993.0,1,47350.38030731904,126,2376,1242,12
1993.0,1,47350.38030731904,126,2376,1242,12
1993.0,1,200.0,126,2376,1242,12
1993.0,1,47350.38030731904,129,2376,1242,12
1993.0,0,47350.38030731904,124,2376,1242,1
1993.0,1,47350.38030731904,123,2376,1242,12
1993.0,0,47350.38030731904,119,2376,1242,11
1993.0,0,103800.0,119,2376,1242,5
1993.0,1,97.0,141,2376,1242,12
1993.0,0,460.0,137,2376,1242,5
1993.0,1,47350.38030731904,146,2376,1242,12
1993.0,2,5.0,136,2254,1191,2
1993.0,0,47350.38030731904,136,2376,1242,10
1993.0,0,47350.38030731904,148,2376,1242,10
1993.0,0,47350.38030731904,148,2376,1242,10
1993.0,1,47350.38030731904,148,2376,1242,12
1993.0,0,3895.0,148,2376,1242,5
1993.0,0,47350.38030731904,148,2376,1242,9
1993.0,0,47350.38030731904,154,2376,1242,5
1993.0,0,47350.38030731904,155,989,638,13
1993.0,0,23140.0,155,2376,1242,5
1993.0,0,360.0,155,2376,1242,5
1993.0,0,47350.38030731904,155,2376,1242,10
1993.0,1,180.0,155,2376,1242,12
1993.0,1,105.0,155,2376,1242,12
1993.0,1,210.0,155,2376,1242,12
1993.0,1,47350.38030731904,155,2376,1242,12
1993.0,1,120.0,155,2376,1242,12
1993.0,0,47350.38030731904,155,2376,1242,5
1993.0,1,47350.38030731904,155,2376,1242,12
1993.0,1,83.0,152,2376,1242,12
1993.0,0,47350.38030731904,152,2376,1242,5
1993.0,1,304.0,103,2376,1242,12
1993.0,1,47350.38030731904,163,2376,1242,12
1993.0,4,47350.38030731904,160,2376,1242,4
1993.0,1,47350.38030731904,160,2376,1242,12
1993.0,0,47350.38030731904,161,2376,1242,5
1994.0,2,7.0,90,676,1871,2
1994.0,2,6.0,91,1885,1203,2
1994.0,0,70.0,66,2376,1242,5
1994.0,0,47350.38030731904,212,2376,1242,5
1994.0,2,7.0,90,1061,519,2
1994.0,0,47350.38030731904,90,797,2307,13
1994.0,0,47350.38030731904,90,2376,1242,5
1994.0,2,6.0,91,1968,1293,2
1994.0,0,47350.38030731904,106,2376,1242,10
1994.0,1,250.0,117,2376,1242,12
1994.0,1,45.0,117,2376,1242,12
1994.0,1,284.0,117,2376,1242,12
1994.0,1,150.0,133,2376,1242,12
1994.0,1,225.0,125,2376,1242,12
1994.0,1,47350.38030731904,137,2376,1242,12
1994.0,0,299.0,154,2376,1242,5
1994.0,0,47350.38030731904,155,2376,1242,10
1994.0,1,110.0,155,2376,1242,12
1994.0,1,55.0,155,2376,1242,12
1994.0,1,47350.38030731904,156,2376,1242,12
1988.0,0,47350.38030731904,184,2376,1242,1
1988.0,0,47350.38030731904,204,2376,1242,1
1988.0,2,7.0,182,1294,50,2
1988.0,0,47350.38030731904,183,2376,1242,1
1988.0,3,47350.38030731904,200,2376,1242,3
1988.0,0,47350.38030731904,205,2376,1242,5
1988.0,0,47350.38030731904,197,2376,1242,1
1988.0,0,47350.38030731904,213,2376,1242,1
1988.0,0,47350.38030731904,216,2376,1242,10
1988.0,1,47350.38030731904,216,2376,1242,12
1989.0,0,47350.38030731904,162,2376,1242,1
1989.0,2,5.0,186,2024,1733,2
1989.0,0,47350.38030731904,186,2376,1242,10
1989.0,1,47350.38030731904,195,2376,1242,12
1989.0,1,47350.38030731904,218,2376,1242,12
1989.0,0,47350.38030731904,200,2376,1242,1
1989.0,0,47350.38030731904,59,2376,1242,5
1989.0,0,500.0,183,2376,1242,5
1989.0,0,47350.38030731904,183,2376,1242,5
1989.0,3,47350.38030731904,171,2376,1242,3
1989.0,0,47350.38030731904,186,2376,1242,11
1989.0,0,1200.0,186,2376,1242,5
1989.0,0,47350.38030731904,186,2376,1242,10
1989.0,1,120.0,198,2376,1242,12
1989.0,0,47350.38030731904,197,2376,1242,5
1989.0,3,47350.38030731904,209,2376,1242,3
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,2,7.0,213,76,1631,2
1989.0,2,6.0,213,98,854,2
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,4,47350.38030731904,213,2376,1242,4
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,1,47350.38030731904,213,2376,1242,12
1989.0,2,5.0,217,222,578,2
1989.0,3,47350.38030731904,217,2376,1242,3
1989.0,1,47350.38030731904,220,2376,1242,12
1989.0,1,47350.38030731904,218,2376,1242,12
1989.0,1,47350.38030731904,218,2376,1242,12
1989.0,1,47350.38030731904,170,2376,1242,12
1989.0,0,200.0,224,2376,1242,5
1989.0,0,47350.38030731904,223,2376,1242,5
1989.0,0,47350.38030731904,43,2376,1242,10
1989.0,0,47350.38030731904,226,2376,1242,5
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,2,7.0,189,1586,2153,2
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,0,86750.0,213,2376,1242,5
1990.0,0,47350.38030731904,227,2376,1242,1
1990.0,0,47350.38030731904,189,2376,1242,1
1990.0,2,7.0,186,1479,2104,2
1990.0,2,7.0,186,2281,2136,2
1990.0,2,6.0,186,2280,2137,2
1990.0,2,5.0,186,2125,1929,2
1990.0,0,71510.0,186,2376,1242,5
1990.0,0,431600.0,186,2376,1242,5
1990.0,0,47350.38030731904,186,2376,1242,10
1990.0,0,47350.38030731904,186,2376,1242,5
1990.0,1,47350.38030731904,192,2376,1242,12
1990.0,1,47350.38030731904,192,2376,1242,12
1990.0,0,47350.38030731904,191,2376,1242,1
1990.0,1,113.0,207,2376,1242,12
1990.0,1,47350.38030731904,198,2376,1242,12
1990.0,0,47350.38030731904,196,2376,1242,5
1990.0,1,47350.38030731904,201,2376,1242,12
1990.0,1,47350.38030731904,202,2376,1242,12
1990.0,1,113.0,203,2376,1242,12
1990.0,0,127700.0,204,2376,1242,5
1990.0,0,20700.0,205,2376,1242,5
1990.0,0,47350.38030731904,205,2376,1242,5
1990.0,1,47350.38030731904,208,2376,1242,12
1990.0,1,47350.38030731904,195,2376,1242,12
1990.0,1,47350.38030731904,195,2376,1242,12
1990.0,0,47350.38030731904,197,2376,1242,5
1990.0,3,47350.38030731904,197,2376,1242,3
1990.0,0,47350.38030731904,197,2376,1242,1
1990.0,0,47350.38030731904,197,2376,1242,5
1990.0,2,47350.38030731904,209,2376,1242,2
1990.0,2,7.0,209,1583,2163,2
1990.0,3,47350.38030731904,209,2376,1242,3
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,2,6.0,213,852,1429,2
1990.0,2,4.0,213,956,1685,2
1990.0,0,47350.38030731904,213,2376,1242,5
1990.0,0,47350.38030731904,213,2376,1242,5
1990.0,4,-30.0,213,2376,1242,4
1990.0,4,47350.38030731904,213,2376,1242,4
1990.0,3,47350.38030731904,213,2376,1242,3
1990.0,0,47350.38030731904,213,2376,1242,5
1990.0,1,47350.38030731904,213,2376,1242,12
1990.0,3,47350.38030731904,217,2376,1242,3
1990.0,0,13950.0,218,2376,1242,5
1990.0,1,47350.38030731904,218,2376,1242,12
1990.0,1,47350.38030731904,218,2376,1242,12
1990.0,1,47350.38030731904,218,2376,1242,12
1990.0,3,47350.38030731904,218,2376,1242,3
1990.0,2,7.0,216,1299,716,2
1990.0,2,7.0,216,1306,816,2
1990.0,2,7.0,216,1303,713,2
1990.0,1,47350.38030731904,170,2376,1242,12
1990.0,0,47350.38030731904,225,2376,1242,5
1990.0,0,47350.38030731904,225,2376,1242,1
1990.0,1,47350.38030731904,184,2376,1242,12
1990.0,2,4.0,184,1492,1095,2
1990.0,0,47350.38030731904,184,2376,1242,1
1990.0,0,47350.38030731904,43,2376,1242,5
1990.0,3,47350.38030731904,226,2376,1242,3
1990.0,0,47350.38030731904,226,2376,1242,1
1991.0,2,7.0,186,1745,1997,2
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,186,2376,1242,12
1991.0,2,7.0,186,2063,1544,2
1991.0,0,30960.0,218,2376,1242,5
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,3,47350.38030731904,162,2376,1242,3
1991.0,3,47350.38030731904,189,2376,1242,3
1991.0,0,47350.38030731904,189,2376,1242,1
1991.0,3,47350.38030731904,59,2376,1242,3
1991.0,2,7.0,186,1302,2245,2
1991.0,2,5.0,186,2019,1650,2
1991.0,0,47350.38030731904,186,2376,1242,11
1991.0,0,61650.0,186,2376,1242,5
1991.0,0,50000.0,186,2376,1242,5
1991.0,0,47350.38030731904,38,2376,1242,5
1991.0,3,47350.38030731904,38,2376,1242,3
1991.0,0,47350.38030731904,198,2376,1242,5
1991.0,1,47350.38030731904,198,2376,1242,12
1991.0,0,47350.38030731904,198,2376,1242,1
1991.0,0,70.0,198,2376,1242,5
1991.0,0,40170.0,205,2376,1242,5
1991.0,1,100.0,205,2376,1242,12
1991.0,1,47350.38030731904,195,2376,1242,12
1991.0,3,47350.38030731904,197,2376,1242,3
1991.0,3,47350.38030731904,197,2376,1242,3
1991.0,3,47350.38030731904,209,2376,1242,3
1991.0,0,47350.38030731904,214,2376,1242,5
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,1,47350.38030731904,213,2376,1242,12
1991.0,2,6.0,213,857,1428,2
1991.0,0,47350.38030731904,213,2376,1242,5
