Disaster Type,Country,Region,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day
5,129,0,83155.21,0,-24.8006,32.68,2013,1.0,15.0
5,113,0,20095.7,0,-15.6178,35.02,2013,1.0,15.0
2,88,2,6.1,2,4.927,95.907,2013,1.0,22.0
2,179,4,8.0,2,-10.799,165.114,2013,2.0,6.0
5,88,2,67600.0,0,-0.86702,121.88,2013,1.0,3.0
5,184,2,26063.0,0,7.59777,80.92,2013,1.0,8.0
5,185,2,29142.0,0,32.83,36.45,2013,1.0,8.0
5,149,1,577782.56,0,-20.3461,-69.09,2013,1.0,1.0
2,41,1,6.9,2,1.135,-77.393,2013,2.0,9.0
5,140,3,3700.4,0,42.0408,21.58,2013,2.0,24.0
5,88,2,28873.67,0,1.0256,124.51,2013,2.0,15.0
5,121,0,1679.67,0,-20.2305,57.52,2013,3.0,30.0
2,38,2,5.2,2,25.98,99.812,2013,3.0,3.0
2,89,2,6.4,2,28.428,51.593,2013,4.0,9.0
2,89,2,7.7,2,28.033,61.996,2013,4.0,16.0
2,144,2,7.7,2,28.033,61.996,2013,4.0,16.0
2,38,2,6.6,2,30.308,102.888,2013,4.0,20.0
5,7,1,18135.4,0,-34.4809,-58.68,2013,4.0,1.0
2,85,3,4.4,2,47.624,20.227,2013,4.0,14.0
5,99,0,73170.41,0,2.46174,36.72,2013,3.0,10.0
2,96,2,5.8,2,34.369,134.828,2013,4.0,12.0
2,87,2,5.7,2,33.061,75.863,2013,5.0,1.0
2,0,2,5.5,2,34.526,70.22,2013,4.0,24.0
5,0,2,14653.47,0,36.9291,68.85,2013,4.0,25.0
5,32,1,307926.0,0,51.24,-109.64,2013,6.0,20.0
5,87,2,131743.41,0,32.714,76.61,2013,6.0,12.0
5,38,2,84761.74,0,23.6387,114.46,2013,5.0,12.0
5,73,3,241203.7,0,49.1358,12.11,2013,5.0,28.0
2,191,2,6.2,2,23.789,121.141,2013,6.0,2.0
5,148,1,131222.52,0,-24.146,-57.65,2013,6.0,20.0
2,88,2,6.1,2,4.645,96.665,2013,7.0,2.0
2,38,2,5.9,2,34.512,104.262,2013,7.0,22.0
5,51,2,21695.38,0,39.6151,126.32,2013,7.0,12.0
5,38,2,419827.15,0,30.4563,104.02,2013,7.0,7.0
11,38,2,200.0,1,25.8633,118.14,2013,7.0,13.0
5,130,2,125250.85,0,18.3122,98.16,2013,7.0,25.0
2,135,4,6.5,2,-41.704,174.337,2013,7.0,21.0
11,38,2,200.0,1,22.7696,113.69,2013,8.0,15.0
5,38,2,93531.74,0,35.9161,100.18,2013,8.0,18.0
5,150,2,50412.4,0,16.3191,121.14,2013,8.0,13.0
5,144,2,462763.09,0,28.7404,69.11,2013,8.0,7.0
5,210,1,123143.44,0,38.2138,-94.15,2013,8.0,5.0
5,158,3,102479.27,0,50.0043,128.42,2013,8.0,1.0
5,186,0,645399.78,0,13.6883,28.99,2013,8.0,1.0
5,99,0,9047.26,0,1.66076,35.21,2013,8.0,5.0
5,87,2,38019.26,0,27.387,94.92,2013,6.0,23.0
5,210,1,33907.85,0,28.899,-98.89,2013,5.0,25.0
5,180,0,243476.26,0,2.16964,43.66,2013,5.0,1.0
5,210,1,493136.77,0,38.8278,-88.64,2013,4.0,22.0
5,158,3,2432.33,0,44.3289,39.25,2013,2.0,20.0
5,99,0,71113.05,0,0.058024,36.52,2013,1.0,13.0
2,38,2,5.6,2,28.2425,99.3502,2013,8.0,31.0
5,157,3,7171.0,0,45.749,27.553,2013,9.0,11.0
5,210,1,100404.0,0,38.002,-105.143,2013,9.0,12.0
5,30,2,52283.0,0,12.658,105.084,2013,9.0,24.0
2,144,2,7.7,2,26.951,65.5009,2013,9.0,24.0
2,150,2,7.1,2,9.8796,124.1167,2013,10.0,15.0
2,79,1,6.4,2,14.6056,-92.1207,2013,9.0,7.0
2,149,1,7.1,2,-15.8385,-74.5112,2013,9.0,25.0
5,88,2,31023.66,0,2.954,99.677,2013,10.0,7.0
5,193,2,312091.0,0,13.082,101.694,2013,9.0,30.0
2,88,2,5.4,2,5.1033,95.9709,2013,10.0,22.0
11,180,0,200.0,1,21.68,57.43,2013,11.0,8.0
5,94,3,15699.0,0,40.3,9.01,2013,11.0,18.0
5,215,2,48985.0,0,15.58,107.7,2013,11.0,14.0
5,169,2,200.0,0,27.41,44.81,2013,11.0,16.0
2,38,2,5.3,2,44.5993,124.1681,2013,11.0,22.0
2,144,2,6.8,2,27.1825,65.5052,2013,9.0,28.0
5,210,1,38936.0,0,30.66,-96.01,2013,10.0,31.0
5,47,1,7627.3,0,22.9043,-81.4,2013,12.0,1.0
2,89,2,5.8,2,29.32,51.31,2013,11.0,28.0
5,166,1,830.23,0,13.9188,-60.99,2013,12.0,23.0
5,193,2,38676.0,0,7.2182,100.39,2013,11.0,20.0
5,137,0,65791.14,0,15.0103,13.2,2013,11.0,3.0
5,114,2,106697.53,0,3.58444,102.36,2013,12.0,1.0
5,88,2,22524.63,0,4.48013,97.29,2013,12.0,28.0
12,88,2,200.0,0,3.17,98.392,2013,9.0,15.0
5,24,1,200.0,0,-18.9538,-41.94,2013,12.0,17.0
2,38,2,5.1,2,31.066,110.412,2013,12.0,16.0
5,210,1,16069.91,0,37.5597,-86.79,2013,12.0,22.0
2,191,2,5.9,2,23.828,121.215,2013,3.0,27.0
2,38,2,5.1,2,25.953,99.782,2013,4.0,17.0
5,207,3,126149.79,0,53.2732,-1.51,2013,12.0,27.0
2,38,2,5.0,2,40.253,78.944,2013,12.0,1.0
5,94,3,200.0,0,43.9958,7.1,2014,1.0,18.0
5,67,3,82989.45,0,43.9958,7.1,2014,1.0,19.0
10,21,1,200.0,0,-13.3888,-64.01,2014,1.0,1.0
12,88,2,200.0,0,3.17,98.392,2014,2.0,1.0
2,75,3,6.1,2,38.2082,20.4528,2014,1.0,26.0
2,89,2,5.2,2,27.1502,54.4482,2014,1.0,2.0
5,88,2,35769.22,0,-6.6324,107.71,2014,1.0,8.0
5,28,0,3237.42,0,-4.14041,29.65,2014,2.0,19.0
12,88,2,200.0,0,-7.93,112.308,2014,2.0,14.0
2,38,2,6.9,2,35.9053,82.5864,2014,2.0,12.0
5,179,4,5480.75,0,-9.678,160.34,2014,4.0,1.0
2,37,1,8.2,2,-19.61,-70.769,2014,4.0,1.0
5,118,4,34.84,0,7.30951,168.73,2014,3.0,3.0
2,136,1,6.6,2,11.642,-85.8779,2014,4.0,11.0
5,208,0,18498.39,0,7.19301,38.97,2014,4.0,18.0
5,98,2,213897.0,0,48.4049,65.59,2014,3.0,23.0
2,123,1,7.2,2,17.397,-100.9723,2014,4.0,18.0
5,26,3,200.0,0,44.0617,24.49,2014,4.0,17.0
5,157,3,200.0,0,44.0617,24.49,2014,4.0,19.0
5,171,3,200.0,0,44.0617,24.49,2014,4.0,16.0
2,38,2,5.4,2,28.174,103.619,2014,4.0,4.0
5,0,2,83722.34,0,35.834,66.43,2014,4.0,24.0
5,7,1,69876.78,0,-38.3652,-70.3,2014,4.0,1.0
5,148,1,6829.57,0,-25.2205,-57.58,2014,2.0,25.0
2,193,2,6.1,2,19.6557,99.6696,2014,5.0,5.0
2,38,2,5.8,2,24.974,97.844,2014,5.0,24.0
2,75,3,6.9,2,40.2893,25.3889,2014,5.0,24.0
2,203,2,6.9,2,40.2893,25.3889,2014,5.0,24.0
2,38,2,5.9,2,24.9997,97.845,2014,5.0,30.0
2,79,1,6.9,2,14.724,-92.4614,2014,7.0,7.0
2,123,1,6.9,2,14.724,-92.4614,2014,7.0,7.0
2,42,0,4.8,2,-12.228,44.3,2014,3.0,12.0
2,38,2,6.2,2,27.1891,103.4086,2014,8.0,3.0
2,89,2,6.0,2,32.5827,47.7037,2014,8.0,18.0
2,2,0,5.5,2,36.8561,3.181,2014,8.0,1.0
2,181,0,5.4,2,-26.9899,26.7048,2014,8.0,5.0
2,210,1,6.02,2,38.2151667,-122.3123333,2014,8.0,24.0
12,150,2,200.0,0,13.257,123.685,2014,9.0,16.0
2,149,1,4.9,2,-13.843,-71.695,2014,9.0,27.0
12,96,2,200.0,0,35.893,137.48,2014,9.0,27.0
2,38,2,6.1,2,23.3834,100.4702,2014,10.0,7.0
2,38,2,5.9,2,30.3398,101.7374,2014,11.0,22.0
2,96,2,6.2,2,36.6408,137.8875,2014,11.0,22.0
5,21,1,137629.7,0,-16.4638,-63.77,2014,10.0,15.0
2,38,2,5.6,2,23.3577,100.533,2014,12.0,6.0
5,113,0,485939.4,0,-18.795,35.36,2015,1.0,1.0
11,208,0,200.0,1,-4.31417,33.75,2015,3.0,3.0
2,38,2,5.1,2,44.133,85.568,2015,2.0,22.0
2,41,1,6.2,2,6.7757,-72.9875,2015,3.0,10.0
5,4,0,102552.79,0,-8.81664,13.68,2015,3.0,9.0
5,4,0,12133.31,0,-12.1145,13.88,2015,3.0,9.0
5,37,1,154773.2,0,-22.3617,-68.89,2015,3.0,25.0
5,87,2,70287.98,0,33.1767,76.41,2015,3.0,20.0
5,83,1,3672.0,0,18.695,-72.19,2015,4.0,4.0
2,38,2,5.2,2,23.566,98.854,2015,3.0,1.0
5,88,2,7001.53,0,-6.55868,108.4,2015,3.0,15.0
2,13,2,7.8,2,28.2305,84.7314,2015,4.0,25.0
2,38,2,7.8,2,28.2305,84.7314,2015,4.0,25.0
2,87,2,7.8,2,28.2305,84.7314,2015,4.0,25.0
2,132,2,7.8,2,28.23,84.731,2015,4.0,25.0
5,144,2,21148.0,0,33.5131,71.89,2015,4.0,26.0
5,99,0,20432.0,0,-0.795,36.25,2015,4.0,27.0
10,41,1,200.0,0,5.70693,-74.5,2015,5.0,17.0
2,38,2,7.3,2,27.8087,86.0655,2015,5.0,12.0
2,87,2,7.3,2,27.8087,86.0655,2015,5.0,12.0
2,132,2,7.3,2,27.8087,86.0655,2015,5.0,12.0
5,38,2,200.0,0,27.0326,114.98,2015,5.0,13.0
5,192,2,32595.0,0,37.8142,73.26,2015,5.0,11.0
5,157,3,197785.0,0,46.8147,22.86,2015,5.0,27.0
5,37,1,224189.0,0,-44.1033,-72.92,2015,5.0,17.0
5,208,0,194128.0,0,-5.06017,36.89,2015,5.0,7.0
5,135,4,7484.0,0,-41.092,175.35,2015,5.0,13.0
5,87,2,14179.0,0,10.7121,79.18,2015,5.0,17.0
5,24,1,450353.0,0,-6.97805,-67.8,2015,4.0,1.0
5,210,1,849464.6,0,34.1936,-97.99,2015,5.0,23.0
2,114,2,6.0,2,5.987,116.541,2015,6.0,5.0
5,74,0,266950.1,0,7.38005,-0.55,2015,6.0,2.0
10,87,2,200.0,0,26.9195,93.87,2015,6.0,2.0
5,72,2,13022.99,0,42.0683,44.54,2015,6.0,7.0
5,45,1,16754.38,0,10.1743,-83.83,2015,6.0,27.0
5,87,2,43781.56,0,21.8734,70.76,2015,6.0,19.0
5,135,4,8948.6,0,-39.8648,175.23,2015,6.0,22.0
5,89,2,776608.03,0,33.6304,54.04,2015,7.0,14.0
2,38,2,6.4,2,37.4593,78.1542,2015,7.0,3.0
5,150,2,16151.08,0,15.5509,120.8,2015,7.0,12.0
5,24,1,115.0,0,-25.5689,-50.75,2015,7.0,10.0
5,192,2,56196.01,0,38.0626,73.11,2015,7.0,15.0
5,31,0,4726.19,0,3.94741,9.88,2015,6.0,22.0
5,144,2,73485.14,0,35.0129,72.84,2015,6.0,25.0
5,144,2,137040.0,0,34.3432,72.27,2015,7.0,15.0
5,215,2,24336.74,0,20.8137,106.86,2015,7.0,25.0
5,130,2,26424.0,0,20.175,95.53,2015,7.0,15.0
5,148,1,28652.69,0,-25.451,-59.27,2015,7.0,25.0
5,82,1,30931.23,0,6.66576,-58.74,2015,7.0,15.0
5,87,2,629961.6,0,26.2074,82.62,2015,7.0,15.0
5,140,3,5957.41,0,41.7575,21.19,2015,8.0,3.0
2,52,0,5.5,2,-2.091,28.952,2015,8.0,6.0
5,7,1,133853.0,0,-35.1086,-59.81,2015,8.0,5.0
12,57,1,200.0,0,-0.677,-78.436,2015,8.0,14.0
5,211,1,63707.6,0,-32.6329,-55.7,2015,8.0,17.0
5,137,0,200.0,0,14.8417,2.5,2015,7.0,25.0
5,87,2,69190.14,0,26.8946,93.75,2015,8.0,13.0
5,123,1,60978.86,0,19.4811,-103.43,2015,3.0,13.0
5,21,1,200.0,0,-11.5042,-65.84,2015,2.0,20.0
5,75,3,151104.5,0,41.4571,26.6,2015,2.0,1.0
2,88,2,6.6,2,-0.621,131.262,2015,9.0,24.0
2,37,1,8.3,2,-31.5729,-71.6744,2015,9.0,16.0
10,79,1,200.0,0,14.826,-90.613,2015,10.0,2.0
5,138,0,186816.02,0,9.953,11.528,2015,9.0,5.0
5,67,3,2895.95,0,43.377,6.53,2015,10.0,3.0
11,210,1,200.0,1,33.503,-80.493,2015,10.0,1.0
5,215,2,192886.73,0,20.567,104.762,2015,9.0,7.0
11,150,2,210.0,1,16.691,121.24,2015,10.0,14.0
11,123,1,270.0,1,28.381,-101.772,2015,10.0,22.0
2,0,2,7.5,2,36.5244,70.3676,2015,10.0,26.0
2,87,2,7.5,2,36.5244,70.3676,2015,10.0,26.0
2,144,2,7.5,2,36.5244,70.3676,2015,10.0,25.0
5,2,0,200.0,0,28.334,-6.955,2015,10.0,16.0
5,211,1,392899.19,0,-29.957,-53.572,2015,10.0,14.0
5,87,2,93202.05,0,11.828,78.855,2015,11.0,8.0
2,102,2,5.6,2,40.376,73.204,2015,11.0,17.0
2,192,2,7.2,2,38.211,72.78,2015,12.0,7.0
5,1,3,11409.69,0,41.287,19.966,2015,11.0,21.0
12,57,1,200.0,0,-1.467,-78.442,2015,11.0,17.0
5,148,1,574056.99,0,-26.037,-55.848,2015,11.0,15.0
5,99,0,103769.52,0,-2.036,39.513,2015,12.0,1.0
5,210,1,200.0,0,35.666,-91.083,2015,12.0,15.0
2,0,2,6.3,2,36.4935,71.1263,2015,12.0,25.0
2,144,2,6.3,2,36.4935,71.1263,2015,12.0,25.0
2,194,2,6.5,2,-8.3381,124.8754,2015,11.0,4.0
2,13,2,6.7,2,24.804,93.65,2016,1.0,3.0
2,87,2,6.7,2,24.804,93.65,2016,1.0,3.0
2,88,2,5.5,2,-3.863,127.229,2016,1.0,16.0
5,208,0,182022.09,0,-4.762,35.505,2016,1.0,17.0
5,57,1,69541.98,0,-0.786,-79.701,2016,1.0,1.0
5,24,1,110514.83,0,-17.956,-56.442,2016,1.0,9.0
5,88,2,235818.78,0,-2.465,103.352,2016,2.0,7.0
2,191,2,6.4,2,22.938,120.6,2016,2.0,6.0
5,38,2,383223.81,0,24.704,113.991,2016,3.0,19.0
5,135,4,39333.76,0,-42.169,172.21,2016,3.0,23.0
2,144,2,6.6,2,36.473,71.13,2016,4.0,10.0
2,96,2,6.5,2,32.788,130.7,2016,4.0,14.0
5,144,2,111748.39,0,33.054,71.779,2016,4.0,2.0
5,211,1,126653.11,0,-32.435,-56.195,2016,4.0,12.0
2,57,1,7.8,2,0.382,-79.92,2016,4.0,16.0
2,96,2,7.3,2,32.791,130.75,2016,4.0,16.0
5,4,0,59745.82,0,-8.321,13.978,2016,4.0,16.0
5,87,2,70517.68,0,27.464,95.607,2016,4.0,22.0
2,57,1,6.8,2,0.495,-79.62,2016,5.0,18.0
10,159,0,200.0,0,-2.057,30.012,2016,5.0,7.0
5,73,3,91554.92,0,48.407,10.22,2016,5.0,31.0
5,210,1,200.0,0,30.857,-95.537,2016,5.0,27.0
11,210,1,200.0,1,38.945,-80.555,2016,6.0,22.0
5,74,0,47506.4,0,6.414,-1.165,2016,6.0,10.0
5,96,2,18480.56,0,32.603,130.99,2016,6.0,20.0
5,130,2,93839.67,0,18.316,95.26,2016,6.0,1.0
5,38,2,197079.53,0,24.753,112.952,2016,6.0,18.0
5,87,2,135742.3,0,27.068,93.95,2016,6.0,25.0
5,144,2,31431.28,0,36.104,72.793,2016,7.0,3.0
5,38,2,720844.3,0,27.976,114.24,2016,6.0,28.0
5,32,1,176099.51,0,58.292,-123.249,2016,6.0,14.0
5,208,0,84214.63,0,-6.894,36.0,2016,4.0,22.0
5,21,1,190581.43,0,-12.843,-64.93,2016,2.0,28.0
5,4,0,277015.44,0,-11.594,16.056,2016,3.0,1.0
5,129,0,80571.64,0,-12.351,39.464,2016,1.0,5.0
2,192,2,5.4,2,38.883,70.626,2016,7.0,1.0
5,13,2,45667.11,0,24.095,90.04,2016,7.0,19.0
5,210,1,19554.02,0,29.988,-91.8,2016,8.0,9.0
2,149,1,5.3,2,-15.64,-71.68,2016,8.0,14.0
2,94,3,6.2,2,42.723,13.187,2016,8.0,24.0
2,208,0,5.9,2,1.036,31.618,2016,9.0,10.0
2,204,0,5.9,2,-1.036,31.618,2016,9.0,10.0
5,123,1,127233.91,0,17.071,-93.805,2016,9.0,14.0
5,123,1,22329.12,0,23.672,-104.964,2016,9.0,29.0
5,75,3,20422.01,0,37.418,22.292,2016,9.0,5.0
2,140,3,5.1,2,42.009,21.49,2016,9.0,11.0
2,155,2,5.4,2,35.781,129.216,2016,9.0,12.0
5,88,2,32276.01,0,-7.042,108.238,2016,9.0,20.0
2,94,3,6.1,2,42.934,13.043,2016,10.0,26.0
2,94,3,6.5,2,42.855,13.088,2016,10.0,30.0
5,193,2,17187.43,0,14.867,100.395,2016,10.0,6.0
2,130,2,6.8,2,20.923,94.569,2016,8.0,24.0
5,87,2,137435.4,0,17.654,80.34,2016,9.0,21.0
2,135,4,7.8,2,-42.725,173.064,2016,11.0,14.0
5,215,2,63641.54,0,16.004,107.68,2016,10.0,9.0
5,83,1,4534.1,0,19.739,-72.587,2016,11.0,5.0
5,1,3,16543.1,0,42.254,19.446,2016,11.0,7.0
5,56,1,200.0,0,18.92,-70.125,2016,11.0,7.0
5,123,1,322162.36,0,23.273,-99.793,2016,11.0,3.0
5,88,2,11225.49,0,0.649,123.245,2016,10.0,23.0
5,157,3,57182.5,0,45.151,27.562,2016,10.0,9.0
5,205,3,19889.49,0,47.256,31.348,2016,10.0,12.0
5,9,4,634200.41,0,-33.277,139.898,2016,9.0,10.0
2,88,2,5.9,2,-8.218,117.816,2016,8.0,1.0
2,149,1,6.3,2,-15.321,-70.823,2016,12.0,1.0
5,193,2,67395.39,0,14.445,100.753,2016,12.0,1.0
2,88,2,6.5,2,5.281,96.108,2016,12.0,7.0
2,38,2,6.6,2,39.238,74.047,2016,11.0,25.0
2,179,4,7.8,2,-10.676,161.33,2016,12.0,8.0
5,114,2,20485.81,0,5.122,102.56,2016,11.0,28.0
2,96,2,6.2,2,35.37,133.812,2016,10.0,21.0
2,210,1,5.0,2,35.991,-96.803,2016,11.0,7.0
5,114,2,43580.48,0,4.7,102.411,2016,12.0,26.0
2,38,2,5.9,2,43.823,86.345,2016,12.0,8.0
2,38,2,4.8,2,26.077,99.539,2016,5.0,18.0
5,193,2,50020.11,0,7.305,100.061,2017,1.0,1.0
2,94,3,5.3,2,42.601,13.227,2017,1.0,18.0
2,150,2,6.7,2,9.907,125.452,2017,2.0,10.0
5,149,1,288499.13,0,-5.251,-77.573,2017,2.0,1.0
5,37,1,200.0,0,-30.939,-70.249,2017,2.0,24.0
5,88,2,40253.83,0,-7.029,107.162,2017,2.0,21.0
5,149,1,810942.34,0,-11.004,-75.148,2017,3.0,15.0
5,89,2,40807.87,0,37.704,46.169,2017,4.0,15.0
5,4,0,24002.58,0,-8.718,13.656,2017,3.0,21.0
5,32,1,79149.2,0,45.575,-74.406,2017,5.0,5.0
2,150,2,5.9,2,13.77,120.935,2017,4.0,8.0
5,191,2,16445.9,0,24.302,121.216,2017,5.0,31.0
2,75,3,6.3,2,38.915,26.371,2017,6.0,12.0
5,211,1,87427.72,0,-31.888,-57.432,2017,5.0,29.0
5,24,1,266010.35,0,-8.096,-38.231,2017,5.0,26.0
2,89,2,5.6,2,37.772,57.204,2017,5.0,13.0
5,99,0,55027.86,0,-2.879,37.88,2017,5.0,8.0
5,82,1,131888.36,0,3.815,-59.015,2017,5.0,20.0
5,181,0,213686.92,0,-28.362,29.715,2017,5.0,14.0
5,37,1,157698.57,0,-27.122,-69.952,2017,5.0,11.0
5,98,2,397487.68,0,51.254,70.047,2017,4.0,14.0
5,7,1,27377.03,0,-45.953,-67.939,2017,4.0,5.0
5,135,4,23530.76,0,-38.204,176.79,2017,4.0,5.0
5,41,1,128596.78,0,3.723,-72.674,2017,2.0,23.0
5,114,2,78809.78,0,3.932,102.461,2017,1.0,23.0
5,41,1,117321.46,0,1.691,-76.286,2017,1.0,5.0
5,150,2,30389.11,0,7.59,124.062,2017,2.0,1.0
5,84,1,13364.22,0,15.581,-85.367,2017,1.0,7.0
2,150,2,6.5,2,11.111,124.619,2017,7.0,6.0
2,75,3,6.7,2,36.925,27.414,2017,7.0,21.0
5,210,1,200.0,0,34.349,-111.264,2017,7.0,15.0
5,67,3,200.0,0,45.486,3.338,2017,6.0,13.0
5,132,2,200.0,0,27.295,86.427,2017,6.0,30.0
11,96,2,120.0,1,33.2,134.0,2017,8.0,5.0
2,38,2,6.5,2,33.193,103.855,2017,8.0,8.0
5,132,2,64676.5,0,27.941,83.878,2017,8.0,10.0
5,137,0,184437.33,0,14.617,4.402,2017,8.0,26.0
5,138,0,86946.56,0,8.169,9.45,2017,8.0,15.0
2,123,1,8.1,2,15.022,-93.899,2017,9.0,8.0
5,35,0,70469.71,0,7.223,17.145,2017,8.0,23.0
2,123,1,7.1,2,18.55,-98.489,2017,9.0,17.0
5,38,2,283444.21,0,29.612,113.645,2017,9.0,24.0
2,155,2,5.4,2,36.065,129.27,2017,11.0,15.0
5,75,3,2571.04,0,38.261,23.529,2017,11.0,11.0
2,89,2,7.3,2,34.911,45.959,2017,11.0,12.0
2,90,2,7.3,2,34.911,45.959,2017,11.0,12.0
5,193,2,101670.34,0,14.594,100.679,2017,10.0,10.0
5,114,2,37944.0,0,5.247,101.026,2017,11.0,3.0
5,207,3,200.0,0,53.102,-6.856,2017,11.0,22.0
5,169,2,181054.82,0,22.707,39.365,2017,11.0,21.0
5,215,2,27646.32,0,11.664,108.399,2017,11.0,19.0
5,184,2,22923.3,0,8.604,80.637,2017,11.0,3.0
5,88,2,27067.56,0,-7.229,109.117,2017,11.0,3.0
5,87,2,50536.26,0,10.489,79.004,2017,10.0,30.0
5,150,2,10299.67,0,10.566,123.171,2017,9.0,22.0
5,123,1,57674.59,0,23.917,-98.308,2017,9.0,26.0
5,1,3,10463.39,0,44.885,15.215,2017,11.0,30.0
2,38,2,6.4,2,29.833,94.978,2017,11.0,18.0
2,89,2,4.9,2,35.649,50.962,2017,12.0,20.0
2,88,2,6.5,2,-7.492,108.174,2017,12.0,15.0
5,94,3,27560.36,0,45.457,105.881,2017,12.0,11.0
5,143,2,50430.4,0,24.36,55.968,2017,12.0,16.0
5,52,0,5597.13,0,-4.355,15.116,2018,1.0,3.0
2,149,1,7.1,2,-15.759,74.71,2018,1.0,14.0
2,88,2,6.0,2,-7.196,105.918,2018,1.0,23.0
5,67,3,72015.73,0,48.511,1.606,2018,1.0,24.0
5,24,1,55138.95,0,-22.479,-44.095,2018,2.0,14.0
2,147,4,7.5,2,-6.149,142.766,2018,2.0,26.0
2,191,2,6.4,2,24.136,121.658,2018,2.0,6.0
5,21,1,245647.66,0,-14.405,-64.013,2018,2.0,10.0
5,114,2,74295.74,0,3.133,3.659,2018,2.0,3.0
5,113,0,25660.35,0,-10.351,33.847,2018,2.0,1.0
5,28,0,18675.08,0,-3.47,29.987,2018,1.0,14.0
5,148,1,2924.11,0,-25.312,-57.599,2018,1.0,13.0
5,114,2,117492.07,0,3.659,102.337,2018,1.0,1.0
5,1,3,10316.95,0,40.866,19.941,2018,3.0,5.0
5,4,0,462991.06,0,-11.247,16.007,2018,2.0,22.0
5,113,0,60622.11,0,-14.926,34.367,2018,2.0,22.0
5,24,1,131278.34,0,-24.206,-48.623,2018,3.0,20.0
5,158,3,172029.58,0,52.883,84.596,2018,3.0,25.0
5,9,4,105583.27,0,-17.015,145.218,2018,3.0,9.0
5,208,0,37319.62,0,-11.158,34.02,2018,4.0,14.0
5,93,2,17900.1,0,31.164,34.861,2018,4.0,24.0
5,159,0,14768.05,0,-1.784,30.012,2018,4.0,23.0
5,0,2,184396.9,0,34.94,68.216,2018,5.0,9.0
5,79,1,67481.61,0,15.88,-90.217,2018,5.0,18.0
5,13,2,3882.39,0,23.226,92.13,2018,5.0,20.0
5,38,2,109610.1,0,23.812,108.795,2018,5.0,7.0
5,32,1,78669.36,0,50.358,-119.241,2018,5.0,10.0
11,7,1,130.0,1,-35.21,-58.199,2018,4.0,28.0
5,2,0,132888.7,0,33.907,3.215,2018,4.0,24.0
5,28,0,8958.54,0,-4.015,29.641,2018,4.0,28.0
5,113,0,37319.62,0,-11.158,34.02,2018,4.0,11.0
5,157,3,24192.62,0,45.946,24.989,2018,3.0,14.0
5,88,2,3938.29,0,-8.497,118.569,2018,3.0,5.0
5,98,2,331425.24,0,47.381,81.478,2018,3.0,9.0
2,96,2,5.5,2,34.826,135.64,2018,6.0,18.0
5,96,2,109672.31,0,35.65,137.895,2018,6.0,29.0
2,38,2,5.1,2,45.279,124.557,2018,5.0,28.0
5,56,1,21589.73,0,19.018,-69.704,2018,7.0,9.0
5,132,2,85852.14,0,28.238,84.398,2018,7.0,1.0
5,26,3,78520.26,0,42.698,23.9,2018,6.0,28.0
5,186,0,210194.29,0,10.763,27.364,2018,6.0,18.0
2,88,2,6.4,2,-8.274,116.491,2018,7.0,29.0
5,130,2,46815.06,0,18.191,95.434,2018,7.0,15.0
2,88,2,6.9,2,-8.287,116.452,2018,8.0,5.0
2,89,2,5.9,2,34.645,46.179,2018,7.0,22.0
2,88,2,6.9,2,-8.325,116.577,2018,8.0,19.0
2,89,2,6.0,2,34.663,46.277,2018,8.0,26.0
2,123,1,7.2,2,16.646,-97.653,2018,2.0,16.0
2,147,4,200.0,2,-6.307,142.62,2018,3.0,5.0
2,147,4,6.7,2,-6.294,142.607,2018,3.0,7.0
2,59,1,5.6,2,13.095,-88.099,2018,5.0,6.0
2,38,2,5.0,2,24.332,102.941,2018,8.0,13.0
5,51,2,25734.39,0,38.531,126.573,2018,8.0,24.0
2,88,2,7.5,2,-0.256,119.846,2018,9.0,28.0
2,83,1,5.9,2,20.034,-73.013,2018,10.0,6.0
5,183,3,2882.25,0,39.591,2.936,2018,10.0,9.0
5,138,0,257477.37,0,10.475,8.238,2018,9.0,20.0
5,74,0,83997.78,0,9.538,-1.066,2018,8.0,31.0
5,89,2,340197.41,0,35.606,52.429,2018,10.0,5.0
5,184,2,29246.23,0,6.806,80.637,2018,10.0,6.0
5,214,1,3147.09,0,10.426,-66.55,2018,9.0,25.0
5,186,0,629241.72,0,13.487,31.942,2018,8.0,1.0
2,89,2,6.3,2,34.304,45.74,2018,11.0,25.0
5,183,3,6802.0,0,43.284,-6.225,2019,1.0,22.0
2,37,1,6.7,2,-30.074,-71.423,2019,1.0,19.0
5,169,2,632315.72,0,26.674,41.295,2019,1.0,27.0
5,0,2,441236.3,0,31.991,67.078,2019,3.0,2.0
2,88,2,5.4,2,-1.301,101.601,2019,2.0,28.0
5,37,1,272110.34,0,-21.965,-69.245,2019,2.0,1.0
5,219,0,154678.41,0,-19.041,30.804,2019,2.0,11.0
2,38,2,4.9,2,29.498,104.632,2019,2.0,25.0
5,24,1,20310.38,0,-23.539,-46.124,2019,3.0,10.0
5,113,0,77812.85,0,-14.53,34.317,2019,3.0,4.0
2,88,2,5.8,2,-8.418,116.52,2019,3.0,17.0
2,150,2,6.1,2,14.99,120.35,2019,4.0,22.0
5,192,2,106545.57,0,37.42,69.354,2019,6.0,1.0
5,125,2,85984.41,0,47.204,111.071,2019,6.0,15.0
5,157,3,88755.01,0,45.624,26.653,2019,5.0,31.0
