Disaster Type,Country,Region,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day
5,159,0,11140.0,0,-1.72,29.89,2008,10.0,1.0
5,87,2,80590.0,0,22.044,94.55,2008,8.0,30.0
5,128,0,146700.0,0,33.73,-4.77,2008,10.0,23.0
5,217,2,133200.0,0,15.54,49.78,2008,10.0,23.0
2,144,2,6.4,2,30.639,67.351,2008,10.0,28.0
5,215,2,74590.0,0,20.74,106.32,2008,10.0,27.0
5,180,0,111900.0,0,1.25,43.5,2008,11.0,3.0
5,64,0,25490.0,0,0.83,43.06,2008,11.0,16.0
5,99,0,37960.0,0,0.05,35.12,2008,11.0,10.0
5,38,2,29940.0,0,19.16,109.82,2008,10.0,10.0
5,182,0,81580.0,0,9.24,29.66,2008,10.0,3.0
5,90,2,3310.0,0,36.16,45.11,2008,9.0,10.0
11,9,4,200.0,1,-30.05,151.49,2008,11.0,15.0
5,47,1,35290.0,0,20.61,-76.17,2008,11.0,17.0
2,88,2,7.4,2,1.271,122.091,2008,11.0,16.0
5,150,2,21770.0,0,17.95,147.03,2008,11.0,21.0
12,41,1,200.0,0,2.93,-76.03,2008,11.0,20.0
5,193,2,15650.0,0,7.55,100.1,2008,11.0,20.0
5,24,1,103400.0,0,-25.1,-49.34,2008,11.0,22.0
5,45,1,200.0,0,8.57,80.8,2008,11.0,22.0
11,215,2,200.0,1,15.7,107.71,2008,11.0,17.0
5,41,1,195400.0,0,9.0,-74.23,2008,9.0,15.0
5,184,2,103400.0,0,8.57,80.8,2008,11.0,22.0
5,114,2,58100.0,0,4.94,101.8,2008,12.0,1.0
5,150,2,24110.0,0,17.2,121.8,2008,12.0,1.0
5,94,3,5425.0,0,41.83,13.16,2008,12.0,11.0
5,214,1,61390.0,0,9.77,-66.4,2008,11.0,20.0
5,9,4,105500.0,0,-21.56,147.03,2008,11.0,20.0
2,38,2,4.8,2,23.97,97.569,2008,12.0,25.0
5,82,1,40000.0,0,7.01,-58.58,2008,12.0,8.0
5,144,2,165900.0,0,30.74,72.63,2008,8.0,9.0
5,215,2,29580.0,0,18.89,107.06,2008,12.0,25.0
5,87,2,283800.0,0,27.5,89.79,2008,7.0,20.0
5,129,0,126000.0,0,-22.92,34.03,2008,12.0,28.0
5,114,2,67570.0,0,6.64,101.1,2008,12.0,28.0
5,193,2,200.0,0,6.64,101.1,2008,12.0,29.0
5,88,2,126700.0,0,-3.33,103.14,2008,12.0,26.0
5,210,1,35110.0,0,42.84,-123.77,2008,12.0,29.0
2,41,1,5.9,2,4.33,-73.764,2008,5.0,24.0
2,38,2,6.1,2,32.56,105.423,2008,5.0,25.0
2,88,2,7.7,2,-0.414,132.885,2009,1.0,3.0
2,45,1,6.1,2,10.165,-84.197,2009,1.0,8.0
5,65,4,348.0,0,-17.74,178.05,2009,1.0,8.0
11,67,3,171.0,1,42.24,-2.6,2009,1.0,23.0
5,157,3,19410.0,0,47.61,24.93,2009,1.0,23.0
5,56,1,14540.0,0,19.32,-70.14,2009,1.0,8.0
5,2,0,132800.0,0,29.61,0.71,2009,1.0,20.0
5,41,1,72650.0,0,4.36,-76.51,2009,2.0,15.0
5,4,0,61810.0,0,-9.84,14.15,2009,2.0,14.0
5,179,4,118000.0,0,-8.14,-158.66,2009,1.0,29.0
10,7,1,200.0,0,-24.15,-64.29,2009,2.0,9.0
5,56,1,15150.0,0,19.28,-70.08,2009,2.0,2.0
5,128,0,188200.0,0,32.65,-6.16,2009,2.0,1.0
11,112,0,210.0,1,-17.69,46.42,2009,1.0,19.0
11,9,4,200.0,1,-20.11,120.56,2009,1.0,26.0
2,38,2,5.1,2,43.236,80.893,2009,1.0,25.0
5,88,2,60610.0,0,-2.63,120.26,2009,1.0,27.0
5,22,3,20490.0,0,43.5,18.18,2009,2.0,1.0
5,4,0,200.0,0,16.68,-17.08,2009,3.0,1.0
5,218,0,200.0,0,-18.76,24.23,2009,2.0,27.0
5,210,1,39740.0,0,48.25,-97.03,2009,3.0,24.0
5,181,0,200.0,0,-29.41,30.82,2009,2.0,28.0
5,21,1,167900.0,0,-18.76,-62.62,2009,2.0,12.0
2,88,2,7.2,2,3.886,126.387,2009,2.0,11.0
5,88,2,19200.0,0,6.55,106.36,2009,3.0,26.0
2,94,3,6.3,2,42.334,13.334,2009,4.0,6.0
5,28,0,11710.0,0,-3.27,29.75,2009,4.0,12.0
2,0,2,5.2,2,34.185,70.076,2009,4.0,16.0
5,24,1,524400.0,0,-3.19,-45.43,2009,4.0,22.0
5,0,2,88520.0,0,33.07,63.59,2009,3.0,25.0
5,192,2,62470.0,0,38.51,71.29,2009,4.0,21.0
5,210,1,16460.0,0,37.66,-81.28,2009,5.0,3.0
5,32,1,20490.0,0,47.16,-67.63,2009,4.0,1.0
5,210,1,82060.0,0,30.84,-85.23,2009,4.0,6.0
5,83,1,5754.0,0,19.56,-72.33,2009,5.0,15.0
11,13,2,90.0,1,22.16,89.09,2009,5.0,25.0
2,84,1,7.3,2,16.731,-86.217,2009,5.0,28.0
5,49,3,200.0,0,50.13,18.03,2009,6.0,22.0
11,9,4,130.0,1,-29.05,152.73,2009,5.0,19.0
5,23,0,571700.0,0,-16.7,23.32,2009,5.0,10.0
5,79,1,200.0,0,13.42,-88.64,2009,6.0,19.0
5,136,1,200.0,0,13.42,-88.64,2009,6.0,19.0
5,38,2,82900.0,0,26.85,110.28,2009,6.0,19.0
5,74,0,9340.0,0,5.73,-0.1,2009,6.0,6.0
5,215,2,69860.0,0,20.67,104.3,2009,7.0,3.0
2,38,2,5.7,2,25.632,101.095,2009,7.0,9.0
5,181,0,32700.0,0,-33.07,18.92,2009,7.0,12.0
5,203,2,26430.0,0,41.0,40.04,2009,7.0,10.0
5,144,2,10370.0,0,24.99,67.19,2009,7.0,17.0
5,22,3,6061.0,0,44.87,17.48,2009,7.0,7.0
5,10,3,2765.0,0,47.4,15.71,2009,7.0,16.0
5,38,2,542100.0,0,25.31,112.71,2009,7.0,1.0
5,13,2,49030.0,0,25.26,89.09,2009,7.0,3.0
2,96,2,6.2,2,34.743,138.264,2009,8.0,10.0
5,174,0,200.0,0,8.57,-12.73,2009,8.0,13.0
5,144,2,30560.0,0,33.92,72.25,2009,8.0,15.0
5,170,0,8511.0,0,15.58,-16.81,2009,8.0,24.0
2,88,2,7.0,2,-7.782,107.297,2009,9.0,2.0
5,203,2,3167.0,0,41.09,38.95,2009,9.0,7.0
2,1,3,5.5,2,41.483,20.388,2009,9.0,7.0
5,123,1,34560.0,0,19.5,-99.25,2009,9.0,1.0
5,138,0,64200.0,0,12.26,5.68,2009,9.0,10.0
5,74,0,73810.0,0,8.85,-0.99,2009,9.0,17.0
5,38,2,81300.0,0,26.62,105.15,2009,8.0,28.0
5,186,0,59850.0,0,27.01,15.98,2009,8.0,16.0
2,72,2,6.0,2,42.66,43.443,2009,9.0,7.0
2,150,2,5.7,2,6.513,124.715,2009,9.0,18.0
2,20,2,8.1,2,-15.489,-172.095,2009,9.0,21.0
2,3,4,8.1,2,-15.489,-172.095,2009,9.0,29.0
2,197,4,8.1,2,-15.489,-172.095,2009,9.0,29.0
2,167,4,8.1,2,-15.489,-172.095,2009,9.0,29.0
2,88,2,6.6,2,-8.207,118.631,2009,9.0,30.0
11,150,2,145.0,1,17.57,121.42,2009,9.0,29.0
5,94,3,1227.0,0,38.11,15.73,2009,10.0,1.0
5,87,2,309700.0,0,15.71,78.23,2009,9.0,25.0
5,132,2,129700.0,0,29.81,80.76,2009,10.0,4.0
5,148,1,163300.0,0,-25.1,-56.27,2009,9.0,22.0
11,59,1,200.0,1,13.77,-89.0,2009,11.0,7.0
2,88,2,7.6,2,-0.72,99.867,2009,11.0,8.0
5,87,2,35730.0,0,11.47,77.85,2009,11.0,3.0
5,208,0,194800.0,0,-6.77,35.89,2009,11.0,10.0
2,89,2,5.0,2,27.334,56.202,2009,11.0,3.0
5,207,3,106600.0,0,54.0,-1.66,2009,11.0,19.0
5,184,2,200.0,0,7.07,79.94,2009,11.0,21.0
5,7,1,415000.0,0,-32.99,-59.05,2009,11.0,14.0
5,114,2,14490.0,0,5.74,100.96,2009,11.0,23.0
5,24,1,47900.0,0,-22.54,-43.12,2009,11.0,12.0
5,193,2,35580.0,0,18.48,-91.05,2009,11.0,7.0
5,123,1,44320.0,0,18.48,-91.05,2009,11.0,1.0
5,169,2,114600.0,0,40.23,21.24,2009,11.0,24.0
5,24,1,200.0,0,56.4778,31.26,2009,11.0,21.0
5,211,1,43490.0,0,-31.26,-56.48,2009,11.0,21.0
2,113,0,5.9,2,-9.948,33.878,2009,12.0,8.0
5,184,2,15650.0,0,8.02,81.27,2009,12.0,14.0
2,113,0,6.0,2,-10.108,33.818,2009,12.0,20.0
12,150,2,200.0,0,13.257,123.685,2009,12.0,14.0
5,9,4,149300.0,0,-31.17,151.75,2009,12.0,25.0
5,128,0,157500.0,0,31.81,-6.78,2009,12.0,25.0
5,208,0,167300.0,0,-6.8,36.02,2009,12.0,25.0
10,24,1,200.0,0,-22.98,-44.07,2009,12.0,31.0
5,132,2,200.0,0,28.0,85.71,2009,7.0,26.0
5,114,2,9062.0,0,4.99,102.36,2009,11.0,20.0
5,215,2,47600.0,0,15.19,108.02,2009,9.0,25.0
5,103,2,24950.0,0,17.83,104.79,2009,8.0,10.0
5,38,2,201100.0,0,30.86,101.18,2009,7.0,26.0
5,123,1,51610.0,0,16.45,-96.97,2009,7.0,14.0
5,149,1,135300.0,0,-12.99,-72.94,2009,12.0,15.0
2,192,2,5.4,2,38.245,71.467,2010,1.0,2.0
2,179,4,7.1,2,-8.783,157.354,2010,1.0,3.0
2,83,1,7.0,2,18.443,-72.571,2010,1.0,12.0
2,89,2,5.0,2,32.45,48.3,2010,1.0,16.0
5,58,0,226100.0,0,28.08,31.09,2010,1.0,18.0
5,21,1,102200.0,0,-17.83,-63.6,2010,1.0,1.0
2,210,1,6.5,2,40.652,-124.6925,2010,1.0,10.0
5,146,1,23340.0,0,9.11,-82.64,2010,1.0,11.0
5,123,1,122621.0,0,19.94,-99.0,2010,1.0,26.0
2,38,2,5.1,2,30.268,105.668,2010,1.0,30.0
5,149,1,305800.0,0,-4.68,-78.29,2010,2.0,10.0
5,9,4,311900.0,0,-32.42,149.59,2010,2.0,13.0
5,56,1,2791.0,0,19.63,-70.56,2010,2.0,14.0
5,152,3,483.0,0,32.76,-16.97,2010,2.0,20.0
2,38,2,5.2,2,25.523,101.903,2010,2.0,25.0
2,37,1,8.8,2,-36.122,-72.898,2010,2.0,27.0
5,83,1,3836.0,0,18.42,73.77,2010,2.0,18.0
2,203,2,6.1,2,38.864,39.986,2010,3.0,8.0
5,99,0,40320.0,0,0.01,34.5,2010,3.0,1.0
5,129,0,26370.0,0,-19.96,34.25,2010,2.0,22.0
5,171,3,46900.0,0,44.47,21.14,2010,3.0,1.0
5,9,4,431681.0,0,-26.21,147.95,2010,2.0,28.0
5,4,0,274100.0,0,-16.11,17.25,2010,3.0,1.0
5,98,2,323800.0,0,45.08,79.21,2010,2.0,15.0
5,180,0,200.0,0,9.2,45.49,2010,3.0,1.0
5,131,0,64630.0,0,-18.69,23.23,2010,3.0,24.0
5,24,1,200.0,0,-22.44,-43.33,2010,4.0,4.0
2,123,1,7.2,2,32.2861667,-115.2953333,2010,4.0,4.0
5,210,1,240301.0,0,39.48,-74.87,2010,3.0,27.0
2,38,2,6.9,2,33.165,96.548,2010,4.0,14.0
12,86,3,200.0,0,63.62959,-19.64,2010,3.0,15.0
5,0,2,65810.0,0,34.38,62.25,2010,5.0,5.0
5,217,2,38890.0,0,14.03,44.31,2010,5.0,5.0
11,210,1,320.0,1,36.07,-87.28,2010,4.0,30.0
5,184,2,19210.0,0,6.83,80.59,2010,5.0,14.0
12,79,1,200.0,0,14.381,-90.601,2010,5.0,27.0
5,210,1,200.0,0,34.58,-95.1,2010,6.0,10.0
5,150,2,22340.0,0,6.78,125.3,2010,5.0,28.0
5,67,3,7700.0,0,43.5,6.6,2010,6.0,15.0
2,88,2,7.0,2,-2.174,136.543,2010,6.0,16.0
12,57,1,200.0,0,-1.467,-78.442,2010,5.0,28.0
5,205,3,34500.0,0,48.59,24.79,2010,6.0,27.0
5,87,2,147437.0,0,30.18,74.77,2010,7.0,5.0
5,156,3,12210.0,0,46.82,27.97,2010,7.0,5.0
5,56,1,15730.0,0,19.25,-70.39,2010,7.0,15.0
5,107,0,200.0,0,6.01,-7.2,2010,6.0,25.0
5,144,2,9326.0,0,36.03,72.08,2010,6.0,22.0
5,87,2,63170.0,0,15.22,79.48,2010,5.0,18.0
5,99,0,196100.0,0,1.5,36.0,2010,5.0,8.0
5,144,2,14180.0,0,30.51,66.95,2010,7.0,21.0
5,169,2,346200.0,0,21.51,41.92,2010,7.0,23.0
5,27,0,160800.0,0,12.94,-1.39,2010,7.0,21.0
5,36,0,38021.0,0,11.385,14.63,2010,8.0,15.0
5,88,2,106460.0,0,-2.14,114.97,2010,7.0,23.0
11,150,2,120.0,1,17.1,121.47,2010,7.0,12.0
5,186,0,100400.0,0,18.7,36.7,2010,7.0,10.0
5,217,2,176300.0,0,16.73,47.92,2010,7.0,10.0
11,215,2,200.0,1,22.11,105.95,2010,7.0,23.0
5,132,2,132600.0,0,28.35,84.78,2010,7.0,25.0
5,169,2,56000.0,0,20.61,41.17,2010,7.0,10.0
2,89,2,5.5,2,35.221,59.317,2010,7.0,30.0
5,0,2,176799.0,0,35.21,68.85,2010,7.0,27.0
5,51,2,51190.0,0,39.59,125.71,2010,7.0,27.0
5,87,2,145000.0,0,33.53,76.12,2010,8.0,6.0
5,137,0,619100.0,0,13.6,14.0,2010,8.0,1.0
5,51,2,305538.0,0,40.365,124.97,2010,8.0,21.0
5,87,2,12555.0,0,26.235,92.25,2010,9.0,5.0
12,88,2,200.0,0,3.17,98.392,2010,8.0,29.0
2,135,4,7.0,2,-43.522,171.83,2010,9.0,4.0
5,9,4,7093.0,0,-38.07,143.32,2010,9.0,1.0
11,191,2,220.0,1,22.429,120.7,2010,9.0,18.0
5,87,2,38537.0,0,26.73,82.84,2010,9.0,18.0
5,87,2,10843.0,0,25.965,76.05,2010,9.0,9.0
11,95,1,65.0,1,18.19,-77.29,2010,9.0,29.0
5,138,0,8694.0,0,12.78,4.5,2010,9.0,13.0
5,88,2,200.0,0,-1.22,132.81,2010,10.0,2.0
11,210,1,200.0,1,28.89,-97.06,2010,9.0,7.0
5,120,0,11046.0,0,16.245,-7.65,2010,9.0,19.0
5,193,2,3873.0,0,15.03,102.2,2010,10.0,10.0
2,88,2,7.8,2,-3.487,100.082,2010,10.0,25.0
11,83,1,130.0,1,20.48,-75.88,2010,11.0,4.0
5,215,2,33659.0,0,12.52,108.9,2010,10.0,29.0
2,171,3,5.5,2,43.76,20.73,2010,11.0,3.0
5,45,1,200.0,0,9.074,-83.31,2010,11.0,1.0
5,88,2,23685.0,0,-8.672,121.6,2010,11.0,2.0
5,94,3,18725.0,0,45.13,11.14,2010,11.0,8.0
5,184,2,11880.0,0,7.275,80.3,2010,11.0,10.0
5,150,2,15301.0,0,17.71,121.8,2010,11.0,1.0
2,89,2,4.9,2,33.37,48.94,2010,11.0,6.0
5,215,2,45583.59,0,15.1821,108.8,2010,11.0,12.0
5,16,3,8458.0,0,50.85,4.35,2010,11.0,11.0
12,150,2,200.0,0,12.77,124.05,2010,11.0,9.0
5,128,0,180760.0,0,9.77,-66.93,2010,11.0,25.0
5,214,1,180760.0,0,9.77,-66.93,2010,11.0,25.0
5,75,3,27315.0,0,40.106,21.46,2010,11.0,29.0
5,9,4,832001.0,0,-29.83,147.38,2010,11.0,27.0
5,87,2,57474.0,0,9.88,78.47,2010,11.0,15.0
2,89,2,6.7,2,28.412,59.18,2010,12.0,20.0
5,183,3,22049.0,0,37.811,-5.87,2010,12.0,6.0
5,210,1,355567.0,0,38.8497,-120.73,2010,12.0,19.0
5,9,4,911256.0,0,-24.77,147.63,2010,12.0,25.0
5,150,2,10773.0,0,8.132,125.57,2010,12.0,24.0
5,146,1,23750.0,0,8.88,-78.59,2010,12.0,8.0
2,191,2,6.3,2,22.918,120.795,2010,3.0,4.0
2,0,2,5.6,2,35.633,67.658,2010,4.0,18.0
2,89,2,5.8,2,35.49,54.47,2010,8.0,27.0
2,38,2,4.9,2,27.197,103.005,2010,8.0,29.0
5,13,2,29265.0,0,24.21,91.03,2010,10.0,1.0
5,114,2,62167.0,0,-4.05208,104.67,2011,1.0,28.0
5,150,2,3623.0,0,9.40044,125.78,2011,1.0,25.0
5,169,2,30361.0,0,21.3521,39.94,2011,1.0,25.0
5,88,2,10402.0,0,-6.8436,108.26,2011,1.0,16.0
5,184,2,22133.0,0,7.603,81.25,2011,1.0,5.0
2,38,2,4.8,2,24.693,97.943,2011,2.0,1.0
5,21,1,122139.0,0,-16.466,-65.6,2011,2.0,14.0
5,0,2,63337.0,0,35.0754,63.99,2011,2.0,10.0
5,106,0,19634.0,0,-29.5025,28.08,2011,2.0,1.0
5,150,2,44521.0,0,7.0,124.865,2011,2.0,1.0
5,184,2,19891.0,0,8.513,80.53,2011,2.0,1.0
2,135,4,6.1,2,-43.583,172.68,2011,2.0,22.0
2,38,2,5.5,2,24.727,97.957,2011,3.0,10.0
5,9,4,114051.0,0,-18.939,122.73,2011,3.0,14.0
5,131,0,102874.0,0,-18.188,20.64,2011,3.0,1.0
2,88,2,9.1,2,38.297,142.373,2011,3.0,11.0
2,96,2,9.1,2,38.297,142.373,2011,3.0,11.0
5,193,2,33575.0,0,8.666,99.28,2011,3.0,23.0
5,24,1,12444.0,0,-23.783,-48.16,2011,3.0,12.0
5,150,2,25963.0,0,8.104,125.091,2011,3.0,14.0
5,88,2,41506.0,0,4.211,97.09,2011,3.0,10.0
2,38,2,6.9,2,20.687,99.822,2011,3.0,24.0
2,130,2,6.9,2,20.687,99.822,2011,3.0,24.0
2,193,2,6.9,2,20.687,99.822,2011,3.0,24.0
5,181,0,124636.0,0,-31.055,28.41,2011,1.0,1.0
12,150,2,200.0,0,12.77,124.05,2011,2.0,21.0
2,144,2,7.2,2,28.777,63.951,2011,1.0,18.0
2,96,2,7.1,2,38.276,141.588,2011,4.0,7.0
5,41,1,236086.0,0,5.69,-74.15,2011,4.0,15.0
5,24,1,306993.0,0,-28.28,-52.91,2011,4.0,21.0
2,183,3,5.1,2,37.699,-1.672,2011,5.0,11.0
5,210,1,239421.0,0,34.1,-90.83,2011,5.0,1.0
2,203,2,5.8,2,39.149,29.103,2011,5.0,19.0
5,98,2,213195.0,0,51.448,53.67,2011,4.0,9.0
5,56,1,1115.0,0,18.59,-71.99,2011,6.0,15.0
5,150,2,71700.0,0,8.306,125.21,2011,5.0,31.0
12,7,1,200.0,0,-40.59,-72.12,2011,6.0,4.0
12,37,1,200.0,0,-40.59,-72.12,2011,6.0,4.0
5,24,1,200669.0,0,-8.65047,-38.11,2011,7.0,15.0
5,138,0,103000.0,0,12.5947,8.64,2011,7.0,15.0
5,132,2,46388.0,0,28.9081,82.28,2011,7.0,2.0
5,103,2,36797.0,0,19.3801,101.56,2011,6.0,23.0
5,150,2,6361.0,0,7.398,126.05,2011,6.0,28.0
5,38,2,431896.0,0,27.89,14.47,2011,6.0,1.0
11,123,1,200.0,1,22.11,-98.75,2011,6.0,30.0
2,102,2,6.1,2,40.081,71.41,2011,7.0,19.0
2,192,2,6.1,2,40.081,71.41,2011,7.0,19.0
2,212,2,6.1,2,40.081,71.41,2011,7.0,19.0
5,13,2,19191.0,0,22.564,89.05,2011,7.0,21.0
5,74,0,55103.0,0,7.8439,-0.45,2011,7.0,22.0
5,193,2,96785.0,0,17.038,102.82,2011,8.0,5.0
5,87,2,28684.0,0,22.306,88.34,2011,8.0,10.0
11,210,1,200.0,1,40.186,-70.06,2011,8.0,27.0
5,138,0,20013.0,0,8.7372,4.47,2011,8.0,26.0
5,144,2,32667.0,0,25.012,69.07,2011,8.0,12.0
2,20,2,6.9,2,27.73,88.155,2011,9.0,18.0
2,38,2,6.9,2,27.73,88.155,2011,9.0,18.0
2,87,2,6.9,2,27.73,88.155,2011,9.0,18.0
2,132,2,6.9,2,27.73,88.155,2011,9.0,18.0
5,30,2,13466.0,0,12.004,105.5,2011,8.0,10.0
5,87,2,27751.0,0,20.651,86.0,2011,9.0,23.0
2,79,1,5.6,2,14.186,-90.238,2011,9.0,19.0
5,204,0,37846.0,0,1.664,33.67,2011,8.0,20.0
5,41,1,57194.0,0,4.64,-73.94,2011,9.0,1.0
2,38,2,5.1,2,43.015,88.247,2011,6.0,8.0
2,135,4,5.9,2,-43.564,172.743,2011,6.0,13.0
2,88,2,6.7,2,2.965,97.893,2011,9.0,5.0
2,203,2,7.1,2,38.721,43.508,2011,10.0,23.0
5,2,0,288785.0,0,29.565,1.7,2011,10.0,1.0
2,38,2,5.6,2,43.648,82.437,2011,11.0,1.0
5,74,0,9829.0,0,5.5847,-0.95,2011,10.0,26.0
5,94,3,200.0,0,44.422,9.33,2011,10.0,26.0
5,137,0,74520.0,0,14.951,4.555,2011,8.0,10.0
5,87,2,50117.0,0,26.59,92.18,2011,8.0,15.0
5,99,0,20554.0,0,0.1257,35.57,2011,8.0,15.0
5,87,2,40941.0,0,26.376,86.24,2011,8.0,15.0
5,210,1,26044.0,0,35.806,-79.37,2011,8.0,6.0
5,155,2,17840.0,0,37.851,126.87,2011,7.0,27.0
5,24,1,129795.0,0,-30.34,-52.64,2011,7.0,23.0
5,87,2,85509.0,0,28.524,80.93,2011,7.0,23.0
2,149,1,6.9,2,-14.438,-75.966,2011,10.0,28.0
2,150,2,4.9,2,7.904,125.195,2011,11.0,7.0
2,203,2,5.6,2,38.429,43.229,2011,11.0,9.0
5,150,2,3076.0,0,8.085,125.93,2011,11.0,9.0
5,99,0,9789.0,0,0.385,36.12,2011,11.0,29.0
12,88,2,200.0,0,1.358333,124.79,2011,7.0,11.0
2,123,1,6.5,2,17.986,-99.789,2011,12.0,11.0
11,150,2,200.0,1,8.526,124.88,2011,12.0,15.0
5,4,0,45582.0,0,-6.284,15.46,2011,12.0,15.0
5,208,0,5900.0,0,-6.917,39.04,2011,12.0,20.0
12,150,2,200.0,0,14.002,120.993,2011,3.0,17.0
12,88,2,200.0,0,0.8,127.33,2011,12.0,4.0
5,88,2,17351.0,0,-4.39,137.83,2011,4.0,1.0
2,38,2,5.6,2,39.955,77.028,2011,8.0,11.0
5,88,2,2457.47,0,-7.379,110.24,2011,12.0,18.0
5,208,0,137262.0,0,-6.647,37.56,2011,4.0,9.0
5,214,1,37648.0,0,7.677,-64.77,2011,4.0,15.0
2,149,1,6.4,2,-14.168,-75.635,2012,1.0,30.0
5,65,4,200.0,0,-17.784,178.08,2012,1.0,22.0
5,9,4,761154.0,0,-21.71,146.64,2012,1.0,22.0
2,150,2,6.7,2,9.999,123.206,2012,2.0,6.0
5,26,3,47136.84,0,42.555,24.26,2012,2.0,1.0
5,32,1,544053.0,0,46.5994,-67.5,2012,3.0,25.0
5,65,4,200.0,0,-17.798,178.02,2012,3.0,29.0
5,37,1,88870.6,0,-52.8256,-69.41,2012,3.0,1.0
5,57,1,39793.0,0,-0.5987,-79.5,2012,1.0,1.0
5,208,0,6851.66,0,-1.83097,34.79,2012,3.0,1.0
5,24,1,172063.0,0,-10.4897,-67.99,2012,2.0,20.0
5,150,2,39825.28,0,8.22392,125.27,2012,2.0,20.0
5,75,3,9251.0,0,39.8677,21.01,2012,2.0,3.0
2,88,2,8.6,2,2.327,93.063,2012,4.0,11.0
5,83,1,35151.93,0,19.4433,-72.58,2012,4.0,8.0
2,123,1,7.4,2,16.493,-98.231,2012,3.0,20.0
2,37,1,7.1,2,-35.2,-72.217,2012,3.0,25.0
5,159,0,43617.54,0,-1.40095,29.36,2012,4.0,9.0
5,38,2,105607.0,0,32.452,106.493,2012,5.0,8.0
2,94,3,6.0,2,44.89,11.23,2012,5.0,20.0
5,0,2,21754.0,0,34.2696,64.19,2012,5.0,18.0
2,192,2,5.7,2,38.612,70.354,2012,5.0,13.0
2,26,3,5.6,2,42.645,22.968,2012,5.0,22.0
2,94,3,5.8,2,44.851,11.086,2012,5.0,29.0
2,0,2,5.7,2,36.023,69.351,2012,6.0,11.0
5,72,2,15849.0,0,42.0681,44.52,2012,5.0,12.0
5,99,0,12660.17,0,-0.191962,35.19,2012,4.0,20.0
5,150,2,23515.69,0,6.873,124.78,2012,6.0,9.0
5,13,2,9560.0,0,22.172,92.1,2012,6.0,24.0
11,210,1,200.0,1,28.9635,-82.5,2012,6.0,22.0
5,210,1,20116.0,0,30.3632,-58.51,2012,6.0,9.0
5,191,2,18940.0,0,24.0587,120.94,2012,6.0,9.0
5,87,2,254935.0,0,26.566,92.44,2012,6.0,26.0
5,0,2,14162.0,0,37.0528,70.0,2012,5.0,12.0
5,132,2,4395.0,0,28.524,83.83,2012,5.0,5.0
5,41,1,74036.0,0,3.606,-73.07,2012,4.0,20.0
5,169,2,233126.0,0,20.5946,51.01,2012,4.0,14.0
2,38,2,5.5,2,27.767,100.781,2012,6.0,24.0
2,11,2,5.6,2,41.549,46.789,2012,5.0,7.0
2,89,2,6.4,2,38.329,46.826,2012,8.0,11.0
11,83,1,200.0,1,19.1356,-72.28,2012,8.0,25.0
11,210,1,200.0,1,30.503,-89.35,2012,8.0,28.0
5,170,0,79242.0,0,14.46,-15.49,2012,8.0,15.0
5,130,2,219814.0,0,16.5919,97.85,2012,7.0,15.0
2,150,2,5.7,2,7.905,125.044,2012,9.0,4.0
5,87,2,31390.0,0,30.1135,78.85,2012,8.0,4.0
2,38,2,6.3,2,43.433,84.7,2012,6.0,29.0
2,45,1,7.6,2,10.085,-85.315,2012,9.0,5.0
2,38,2,5.5,2,27.575,103.983,2012,9.0,7.0
5,215,2,24179.0,0,38.19,126.24,2012,9.0,2.0
5,87,2,37710.0,0,31.3,76.85,2012,9.0,16.0
5,144,2,23036.0,0,28.04,68.77,2012,8.0,15.0
5,193,2,44011.0,0,17.09,99.64,2012,8.0,15.0
5,204,0,57981.0,0,2.65,32.72,2012,8.0,20.0
5,87,2,42597.0,0,26.8,93.63,2012,9.0,19.0
2,38,2,4.9,2,32.978,119.593,2012,7.0,20.0
2,88,2,6.3,2,-1.315,120.096,2012,8.0,18.0
2,79,1,7.4,2,13.988,-91.895,2012,11.0,7.0
11,51,2,200.0,1,38.19,126.24,2012,8.0,28.0
2,130,2,6.8,2,23.005,95.885,2012,11.0,11.0
11,87,2,200.0,1,11.82,78.08,2012,11.0,4.0
2,150,2,7.6,2,10.811,126.638,2012,8.0,31.0
5,158,3,10482.0,0,42.33,47.59,2012,10.0,9.0
5,207,3,8507.0,0,54.04,-2.13,2012,9.0,23.0
5,94,3,200.0,0,43.1605,12.41,2012,11.0,11.0
5,181,0,14489.0,0,-32.93,26.56,2012,10.0,24.0
5,89,2,11490.0,0,36.53,54.26,2012,10.0,12.0
5,180,0,12753.0,0,4.94,44.89,2012,11.0,21.0
5,182,0,138743.0,0,9.56,29.58,2012,9.0,7.0
5,144,2,98264.0,0,35.03,73.52,2012,8.0,23.0
5,182,0,456058.0,0,9.69,30.21,2012,8.0,1.0
5,38,2,92141.0,0,31.41,113.04,2012,7.0,9.0
2,89,2,5.8,2,33.506,59.571,2012,12.0,5.0
2,38,2,5.3,2,38.745,88.098,2012,12.0,7.0
5,184,2,49084.0,0,7.976,80.77,2012,12.0,17.0
2,11,2,5.1,2,41.439,46.789,2012,5.0,18.0
5,207,3,200.0,0,53.45,-1.19,2012,11.0,21.0
5,7,1,377212.0,0,-27.5,-59.63,2012,11.0,20.0
2,89,2,5.1,2,36.288,58.835,2012,1.0,19.0
2,38,2,5.9,2,39.383,81.307,2012,3.0,9.0
5,88,2,1746.0,0,-6.17945,106.73,2013,1.0,17.0
