Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,OFDA/BHA Response,Appeal,Declaration,Magnitude,Start Year,Start Month,End Year,End Month,Total Deaths,No. Injured,No. Affected,Total Affected,CPI,Entry Year,Entry Month
0.125,0.0,5,-0.14285714285714285,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,-0.4,-32.0,-0.46108932352683213,-0.18477842003853565,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.5333333333333333,0.0,-0.47542318727994887,-0.19591522157996147,-1.0584246937633903,-0.8333333333333334,0.0
-0.875,-3.0,2,1.0,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,-0.26666666666666666,0.0,-0.47111300447306764,-0.19260115606936415,-1.0584246937633903,-0.8333333333333334,0.0
-0.5,-1.0,1,-0.42857142857142855,0.0,0.0,-0.2222222222222222,1.0,0.0,0.0,0.0,-193.5,-0.7857142857142857,-0.2,-0.7857142857142857,-0.2,0.0,0.0,-0.47752816027865835,-0.19614643545279384,-1.0584246937633903,-0.4166666666666667,-0.3333333333333333
-0.125,0.0,4,-0.7142857142857143,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.0,0.0,-0.23054466176341606,-0.007630057803468208,-1.0584246937633903,-0.8333333333333334,0.0
0.0,0.0,4,0.2857142857142857,1.5,1.5,-0.3333333333333333,-1.0,0.0,0.0,0.0,54800.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,-0.6,0.0,-0.46955933392640115,-0.19140655105973026,-1.0584246937633903,-0.6666666666666666,0.3333333333333333
-0.5,-1.0,1,-0.42857142857142855,-2.0,-2.25,-0.6666666666666666,-1.0,0.0,0.0,0.0,-193.5,-0.7857142857142857,0.8,-0.7857142857142857,0.8,-0.6666666666666666,0.0,-0.4595857713848968,-0.18373795761078998,-1.0584246937633903,-0.4166666666666667,-0.3333333333333333
-1.125,0.0,5,0.14285714285714285,-1.5,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,1.4666666666666666,0.0,0.0,0.0,-1.0584246937633903,-0.6666666666666666,0.0
0.0,0.0,4,0.2857142857142857,0.0,0.0,0.3333333333333333,-2.0,1.0,0.0,0.0,95.0,-0.7857142857142857,-1.2,-0.7857142857142857,-0.8,3.8666666666666667,0.0,9.542544260816179,10.050173410404625,-1.0584246937633903,-0.5833333333333334,0.3333333333333333
-1.125,-3.0,2,0.14285714285714285,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,2.8,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
-0.375,-1.0,8,-1.7142857142857142,0.75,0.75,0.0,0.0,1.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-0.8,0.0,0.0,2.948265276716242,2.4365317919075142,-1.0584246937633903,-0.6666666666666666,-0.16666666666666666
0.25,1.0,3,-1.2857142857142858,0.0,0.0,-0.4444444444444444,-2.0,0.0,0.0,0.0,-198.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.6,70.0,0.0,-0.19626204238921002,-1.0584246937633903,-0.8333333333333334,0.0
1.0,1.0,7,0.5714285714285714,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,-100.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.6,0.0,-0.4605881394795204,-0.1845086705202312,-1.0584246937633903,-0.8333333333333334,0.0
1.0,1.0,7,0.5714285714285714,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,-120.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.2,165.0,0.0,-0.19260115606936415,-1.0584246937633903,-0.8333333333333334,0.0
0.0,0.0,4,0.2857142857142857,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,0.0,0.0,13.151069401460951,10.281387283236993,-1.0584246937633903,-0.8333333333333334,0.0
1.25,1.0,7,0.8571428571428571,-3.25,-3.25,-1.1111111111111112,2.0,0.0,0.0,1.0,-80.0,-0.7857142857142857,-1.0,-0.7857142857142857,-0.8,-0.7333333333333333,0.0,-0.47111300447306764,-0.19260115606936415,-1.0584246937633903,-0.6666666666666666,0.0
-0.125,0.0,4,-0.7142857142857143,-2.0,-2.25,-0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,-0.26666666666666666,0.0,0.0,1.3025818882466282,-1.0584246937633903,-0.8333333333333334,0.0
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,-0.4444444444444444,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-0.8,11.6,0.0,-0.3627068950395309,-0.1092485549132948,-1.0584246937633903,-0.6666666666666666,-0.16666666666666666
0.0,0.0,4,0.2857142857142857,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,8300.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,0.12028417135482578,0.2621194605009634,-1.0584246937633903,-0.75,0.5
-0.625,-2.0,9,-0.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,770.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.0,-30.0,0.0,-0.2001156069364162,-1.0584246937633903,-0.8333333333333334,0.0
1.25,1.0,7,0.8571428571428571,0.0,0.0,0.3333333333333333,-2.0,1.0,0.0,1.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-0.8,7.866666666666666,0.0,36.45297014196038,28.198034682080923,-1.0584246937633903,-0.5,-0.5
1.25,1.0,7,0.8571428571428571,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.3333333333333333,0.0,0.0,0.0,-1.0584246937633903,-0.5,-0.5
-0.875,-3.0,2,1.0,-1.5,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.13333333333333333,0.0,-0.40515718384683813,-0.14188824662813102,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,-0.25,-0.25,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,0.0,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.06666666666666667,0.0,-0.390422372855872,-0.1305587668593449,-1.0584246937633903,-0.8333333333333334,0.0
-0.5,-1.0,1,-0.42857142857142855,-0.5,-0.5,-0.6666666666666666,-1.0,0.0,0.0,0.0,-193.5,-0.7857142857142857,0.2,-0.7857142857142857,0.2,0.0,-34.0,0.0,-0.20026974951830442,-1.0584246937633903,-0.8333333333333334,0.3333333333333333
0.0,0.0,4,0.2857142857142857,0.0,0.0,-0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,-0.3333333333333333,0.0,0.0,0.03090558766859345,-1.0584246937633903,-0.6666666666666666,0.3333333333333333
-0.625,-2.0,9,-0.5714285714285714,-1.5,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.0,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
-0.125,0.0,4,-0.7142857142857143,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,0.521231409204245,0.5704046242774566,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,0.25,0.25,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,5.533333333333333,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,-2.25,-2.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,0.26666666666666666,0.0,-0.4780293443259701,-0.19791907514450868,-1.0584246937633903,-0.8333333333333334,0.0
-0.625,-2.0,9,-0.5714285714285714,1.5,1.5,-0.3333333333333333,-1.0,0.0,0.0,0.0,-87.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.0,0.0,-0.45106564258059667,-0.1771868978805395,-1.0584246937633903,-0.8333333333333334,0.0
-0.25,0.0,4,-0.8571428571428571,0.5,0.5,-0.6666666666666666,-1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.6666666666666666,0.0,0.0,-0.19838150289017342,-1.0584246937633903,-0.6666666666666666,-0.8333333333333334
0.0,0.0,4,0.2857142857142857,0.0,0.0,-0.6666666666666666,-1.0,0.0,0.0,0.0,550.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,-0.13030785230106126,0.0694412331406551,-1.0584246937633903,-0.6666666666666666,-0.8333333333333334
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,39.333333333333336,0.0,-0.25560386412900477,-0.026897880539499038,-1.0584246937633903,-0.8333333333333334,0.0
-0.875,-3.0,2,1.0,-2.25,-2.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.13333333333333333,0.0,-0.4810865670145719,-0.20026974951830442,-1.0584246937633903,-0.8333333333333334,0.0
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-0.8,0.13333333333333333,0.0,-0.47366904311435765,-0.19456647398843932,-1.0584246937633903,-0.6666666666666666,-0.16666666666666666
-0.875,-3.0,2,1.0,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.2,0.0,-0.46459761185801457,-0.18759152215799615,-1.0584246937633903,-0.8333333333333334,0.0
1.125,1.0,7,0.7142857142857143,-3.0,-3.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,15.0,0.0,-0.08277456647398844,-1.0584246937633903,-0.6666666666666666,-0.5
-0.125,0.0,4,-0.7142857142857143,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,-0.6,0.0,0.0,0.03090558766859345,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,0.0,5,0.14285714285714285,0.0,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.06666666666666667,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
1.0,1.0,7,0.5714285714285714,-2.5,-2.5,-0.8888888888888888,0.0,0.0,0.0,0.0,-121.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.26666666666666666,18.0,0.0,-0.19826589595375724,-1.0584246937633903,-0.6666666666666666,-0.5
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,7.733333333333333,0.0,-0.4276603475711368,-0.1591907514450867,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.6666666666666666,0.0,-0.45707985114833793,-0.1818111753371869,-1.0584246937633903,-0.8333333333333334,0.0
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,0.6666666666666666,0.0,-0.47787898911177656,-0.1978034682080925,-1.0584246937633903,-0.8333333333333334,0.0
1.0,1.0,7,0.5714285714285714,-2.5,-2.5,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,-0.2,-31.0,0.42099459974189024,0.4934874759152216,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,0.0,5,0.14285714285714285,1.0,1.0,-0.7777777777777778,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.2,-0.7857142857142857,-1.2,0.5333333333333333,0.0,0.0,0.0,-1.0584246937633903,-0.8333333333333334,0.0
0.25,1.0,3,-1.2857142857142858,1.0,1.0,-0.7777777777777778,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-1.0,-0.7857142857142857,-1.0,0.06666666666666667,217.0,0.0,-0.19059730250481696,-1.0584246937633903,-0.8333333333333334,0.0
0.0,0.0,4,0.2857142857142857,0.0,0.0,-0.7777777777777778,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,0.0,0.0,-1.0584246937633903,-0.5,-0.5
0.0,0.0,4,0.2857142857142857,0.0,0.0,-0.7777777777777778,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,-0.3307814712257709,-0.08470134874759153,-1.0584246937633903,-0.5,-0.5
1.125,1.0,7,0.7142857142857143,1.5,1.5,-0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,-0.4666666666666667,0.0,-0.3307814712257709,-0.07314065510597302,-1.0584246937633903,-0.8333333333333334,0.0
-0.375,-1.0,8,-1.7142857142857142,-0.75,-0.75,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.6,0.0,0.0,0.14033153324729675,0.27753371868978804,-1.0584246937633903,0.08333333333333333,0.0
1.25,1.0,7,0.8571428571428571,0.0,0.0,0.3333333333333333,-2.0,0.0,1.0,0.0,100.0,-0.7857142857142857,-0.6,-0.7857142857142857,-0.6,0.7333333333333333,-34.0,18.02613674806731,14.029826589595375,-1.0584246937633903,-0.6666666666666666,0.8333333333333334
1.25,1.0,7,0.8571428571428571,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.6,-0.7857142857142857,-0.6,-0.7333333333333333,-31.0,0.0,-0.18859344894026975,-1.0584246937633903,-0.6666666666666666,0.8333333333333334
-0.125,0.0,4,-0.7142857142857143,1.0,1.0,-0.7777777777777778,1.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,0.5112077282580095,0.5626974951830443,-1.0584246937633903,-0.8333333333333334,0.0
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,1.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,6.4,0.0,-0.4454523812507048,-0.1728709055876686,-1.0584246937633903,-0.8333333333333334,0.0
-1.0,-3.0,2,-1.5714285714285714,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.2,0.0,-0.47637543696984125,-0.19664739884393065,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,-3.0,-3.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,-0.31313979276039644,-0.07113680154142582,-1.0584246937633903,-0.8333333333333334,0.0
-1.125,-3.0,2,0.14285714285714285,0.0,0.0,0.3333333333333333,-2.0,0.0,0.0,0.0,0.0,-0.7857142857142857,-0.8,-0.7857142857142857,-0.8,0.0,0.0,-0.4749721216373683,-0.1955684007707129,-1.0584246937633903,-0.8333333333333334,0.0
0.0,0.0,4,0.2857142857142857,0.0,0.0,-0.7777777777777778,1.0,1.0,0.0,0.0,732.0,-0.7857142857142857,-0.6,-0.7857142857142857,-0.6,-0.2,0.0,2.5259675984513414,2.1284393063583815,-1.0584246937633903,-0.6666666666666666,0.3333333333333333
